DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;ArrAirportCode;ArrScheduledDate;ArrpScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;StatusCode;StatusDescription
VNO;2023-05-27;13:50;2023-05-27;14:24;;A06;DP;Flight Departed;FRA;2023-05-27;15:05;2023-05-27;15:24;1;Area A;LD;Flight Landed;LH;887;32M;LD;Flight Landed
VNO;2023-05-27;14:35;2023-05-27;14:39;;;DP;Flight Departed;ZRH;2023-05-27;16:00;2023-05-27;15:54;;;LD;Flight Landed;2L;1341;290;LD;Flight Landed
QFB;2023-05-27;05:52;2023-05-27;05:55;;T01;DP;Flight Departed;KJR;2023-05-27;06:58;2023-05-27;06:59;;;LD;Flight Landed;2A;3433;TRN;LD;Flight Landed
QFB;2023-05-27;07:53;2023-05-27;07:56;;T01;DP;Flight Departed;KJR;2023-05-27;08:58;2023-05-27;09:00;;;LD;Flight Landed;2A;3437;TRN;LD;Flight Landed
QFB;2023-05-27;09:55;2023-05-27;10:12;;T01;DP;Flight Departed;KJR;2023-05-27;10:58;2023-05-27;11:13;;;LD;Flight Landed;2A;3441;TRN;LD;Flight Landed
QFB;2023-05-27;10:05;2023-05-27;10:36;;T03;DP;Flight Departed;ZBA;2023-05-27;10:38;2023-05-27;11:04;;;LD;Flight Landed;2A;3430;TRN;LD;Flight Landed
QFB;2023-05-27;11:55;2023-05-27;12:11;;T01;DP;Flight Departed;KJR;2023-05-27;12:58;2023-05-27;13:08;;;LD;Flight Landed;2A;3445;TRN;LD;Flight Landed
QFB;2023-05-27;12:02;2023-05-27;14:18;;T03;DP;Flight Departed;ZBA;2023-05-27;12:36;2023-05-27;14:37;;;LD;Flight Landed;2A;3432;TRN;LD;Flight Landed
QFB;2023-05-27;13:55;2023-05-27;13:55;;T01;DP;Flight Departed;KJR;2023-05-27;14:58;2023-05-27;14:58;;;LD;Flight Landed;2A;3449;TRN;LD;Flight Landed
QFB;2023-05-27;14:02;2023-05-27;14:36;;T03;DP;Flight Departed;ZBA;2023-05-27;14:36;2023-05-27;15:12;;;LD;Flight Landed;2A;3434;TRN;LD;Flight Landed
QFB;2023-05-27;15:55;2023-05-27;16:04;;T01;DP;Flight Departed;KJR;2023-05-27;16:58;2023-05-27;17:04;;;LD;Flight Landed;2A;3453;TRN;LD;Flight Landed
QFB;2023-05-27;16:02;2023-05-27;17:08;;T03;DP;Flight Departed;ZBA;2023-05-27;16:36;2023-05-27;17:34;;;LD;Flight Landed;2A;3442;TRN;LD;Flight Landed
QFB;2023-05-27;17:53;2023-05-27;18:01;;T01;DP;Flight Departed;KJR;2023-05-27;18:58;2023-05-27;19:02;;;LD;Flight Landed;2A;3457;TRN;LD;Flight Landed
QFB;2023-05-27;18:02;2023-05-27;18:28;;T03;DP;Flight Departed;ZBA;2023-05-27;18:36;2023-05-27;18:59;;;LD;Flight Landed;2A;3446;TRN;LD;Flight Landed
QFB;2023-05-27;20:02;2023-05-27;20:49;;T03;DP;Flight Departed;ZBA;2023-05-27;20:36;2023-05-27;21:18;;;LD;Flight Landed;2A;3450;TRN;LD;Flight Landed
QFB;2023-05-27;22:08;2023-05-27;22:48;;T03;DP;Flight Departed;ZBA;2023-05-27;22:42;2023-05-27;23:19;;;LD;Flight Landed;2A;3454;TRN;LD;Flight Landed
QFB;2023-05-28;00:23;2023-05-28;00:32;;T03;DP;Flight Departed;ZBA;2023-05-28;00:58;2023-05-28;01:02;;;LD;Flight Landed;2A;3458;TRN;LD;Flight Landed
ARN;2023-05-27;04:40;2023-05-27;04:39;5.0;;DP;Flight Departed;FAO;2023-05-27;08:10;2023-05-27;07:48;;;LD;Flight Landed;E6;4618;32A;LD;Flight Landed
ARN;2023-05-27;04:50;2023-05-27;04:52;5.0;;DP;Flight Departed;PMI;2023-05-27;08:35;2023-05-27;08:35;;;LD;Flight Landed;E6;4612;320;LD;Flight Landed
ARN;2023-05-27;06:00;2023-05-27;06:12;5.0;;DP;Flight Departed;MUC;2023-05-27;08:10;2023-05-27;08:10;2;G40;LD;Flight Landed;LH;2421;32M;LD;Flight Landed
ARN;2023-05-27;06:30;2023-05-27;06:31;5.0;;DP;Flight Departed;VIE;2023-05-27;08:40;2023-05-27;08:32;3;F32A;LD;Flight Landed;OS;318;320;LD;Flight Landed
