DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;ArrAirportCode;ArrScheduledDate;ArrpScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;StatusCode;StatusDescription
VNO;2023-05-28;13:50;2023-05-28;14:38;;A17;DP;Flight Departed;FRA;2023-05-28;15:05;2023-05-28;15:42;1;A38;LD;Flight Landed;LH;887;321;LD;Flight Landed
VNO;2023-05-28;14:10;2023-05-28;14:06;;;DP;Flight Departed;BRU;2023-05-28;15:40;2023-05-28;15:33;;;LD;Flight Landed;SN;2372;319;LD;Flight Landed
VNO;2023-05-28;14:40;2023-05-28;15:10;;;DP;Flight Departed;ZRH;2023-05-28;16:05;2023-05-28;16:20;;;LD;Flight Landed;LX;1341;223;LD;Flight Landed
VNO;2023-05-28;14:55;2023-05-28;14:48;;;DP;Flight Departed;VIE;2023-05-28;15:45;2023-05-28;15:39;3;F21A;LD;Flight Landed;OS;636;320;LD;Flight Landed
QFB;2023-05-28;05:52;2023-05-28;05:54;;T01;DP;Flight Departed;KJR;2023-05-28;06:58;2023-05-28;06:58;;;LD;Flight Landed;2A;3433;TRN;LD;Flight Landed
QFB;2023-05-28;07:53;2023-05-28;07:54;;T01;DP;Flight Departed;KJR;2023-05-28;08:58;2023-05-28;08:57;;;LD;Flight Landed;2A;3437;TRN;LD;Flight Landed
QFB;2023-05-28;09:55;2023-05-28;09:56;;T01;DP;Flight Departed;KJR;2023-05-28;10:58;2023-05-28;10:59;;;LD;Flight Landed;2A;3441;TRN;LD;Flight Landed
QFB;2023-05-28;10:05;2023-05-28;10:07;;T03;DP;Flight Departed;ZBA;2023-05-28;10:38;2023-05-28;10:48;;;LD;Flight Landed;2A;3430;TRN;LD;Flight Landed
QFB;2023-05-28;11:55;2023-05-28;11:58;;T01;DP;Flight Departed;KJR;2023-05-28;12:58;2023-05-28;12:57;;;LD;Flight Landed;2A;3445;TRN;LD;Flight Landed
QFB;2023-05-28;12:02;2023-05-28;12:04;;T03;DP;Flight Departed;ZBA;2023-05-28;12:36;2023-05-28;12:36;;;LD;Flight Landed;2A;3432;TRN;LD;Flight Landed
QFB;2023-05-28;13:55;2023-05-28;13:59;;T01;DP;Flight Departed;KJR;2023-05-28;14:58;2023-05-28;14:58;;;LD;Flight Landed;2A;3449;TRN;LD;Flight Landed
QFB;2023-05-28;14:02;2023-05-28;14:03;;T03;DP;Flight Departed;ZBA;2023-05-28;14:36;2023-05-28;14:32;;;LD;Flight Landed;2A;3434;TRN;LD;Flight Landed
QFB;2023-05-28;15:55;2023-05-28;17:07;;T01;DP;Flight Departed;KJR;2023-05-28;16:58;2023-05-28;18:05;;;LD;Flight Landed;2A;3453;TRN;LD;Flight Landed
QFB;2023-05-28;16:02;2023-05-28;16:04;;T03;DP;Flight Departed;ZBA;2023-05-28;16:36;2023-05-28;16:34;;;LD;Flight Landed;2A;3442;TRN;LD;Flight Landed
QFB;2023-05-28;17:53;2023-05-28;18:04;;T01;DP;Flight Departed;KJR;2023-05-28;18:58;2023-05-28;19:02;;;LD;Flight Landed;2A;3457;TRN;LD;Flight Landed
QFB;2023-05-28;20:02;2023-05-28;20:25;;T03;DP;Flight Departed;ZBA;2023-05-28;20:36;2023-05-28;20:53;;;LD;Flight Landed;2A;3450;TRN;LD;Flight Landed
QFB;2023-05-28;22:08;2023-05-28;22:09;;T03;DP;Flight Departed;ZBA;2023-05-28;22:42;2023-05-28;22:37;;;LD;Flight Landed;2A;3454;TRN;LD;Flight Landed
ARN;2023-05-28;06:00;2023-05-28;05:57;5.0;;DP;Flight Departed;MUC;2023-05-28;08:10;2023-05-28;08:06;2;G46;LD;Flight Landed;LH;2421;32V;LD;Flight Landed
ARN;2023-05-28;06:10;2023-05-28;06:01;5.0;;DP;Flight Departed;NCE;2023-05-28;09:10;2023-05-28;08:56;1;;LD;Flight Landed;E6;4652;32A;LD;Flight Landed
ARN;2023-05-28;06:20;2023-05-28;06:44;5.0;;DP;Flight Departed;FRA;2023-05-28;08:30;2023-05-28;09:16;1;Area A;LD;Flight Landed;LH;809;319;LD;Flight Landed
ARN;2023-05-28;06:30;2023-05-28;06:49;5.0;;DP;Flight Departed;VIE;2023-05-28;08:40;2023-05-28;08:48;3;ARS;LD;Flight Landed;OS;318;320;LD;Flight Landed
ARN;2023-05-28;06:40;2023-05-28;06:43;5.0;;DP;Flight Departed;ZRH;2023-05-28;09:10;2023-05-28;09:15;;;LD;Flight Landed;LX;1255;32N;LD;Flight Landed
