FlightId;ArrAirportCode;ArrScheduledDate;ArrScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DpStatusDescription;StatusCode;StatusDescription
X97170;MUC;2023-05-19;07:55;2023-05-19;08:16;1;;LD;Flight Landed;X9;7170;320;2023-05-19;06:40;1;A37;DP;Flight Departed;LD;Flight Landed
CL2391;MUC;2023-05-19;07:55;2023-05-19;07:40;2;G81;LD;Flight Landed;CL;2391;CR9;2023-05-19;06:42;1;;DP;Flight Departed;LD;Flight Landed
LH2199;MUC;2023-05-19;08:00;2023-05-19;07:52;2;G16;LD;Flight Landed;LH;2199;319;2023-05-19;06:40;;A04;DP;Flight Departed;LD;Flight Landed
LH2223;MUC;2023-05-19;08:00;2023-05-19;07:47;2;G26;LD;Flight Landed;LH;2223;319;2023-05-19;06:07;;052;DP;Flight Departed;LD;Flight Landed
LH1715;MUC;2023-05-19;08:15;2023-05-19;07:57;2;M22;LD;Flight Landed;LH;1715;32V;2023-05-19;06:10;;;DP;Flight Departed;LD;Flight Landed
LH2239;MUC;2023-05-19;08:15;2023-05-19;07:55;2;K03;LD;Flight Landed;LH;2239;32M;2023-05-19;06:44;1;067;DP;Flight Departed;LD;Flight Landed
LH094;MUC;2023-05-19;08:10;2023-05-19;08:09;2;G28;LD;Flight Landed;LH;94;321;2023-05-19;07:17;1;A24;DP;Flight Departed;LD;Flight Landed
LH2421;MUC;2023-05-19;08:10;2023-05-19;08:07;2;K10;LD;Flight Landed;LH;2421;32V;2023-05-19;05:54;5;;DP;Flight Departed;LD;Flight Landed
2L1100;MUC;2023-05-19;08:10;2023-05-19;08:08;2;K18;LD;Flight Landed;2L;1100;295;2023-05-19;07:25;;;DP;Flight Departed;LD;Flight Landed
SN2641;MUC;2023-05-19;08:15;2023-05-19;08:01;2;G20;LD;Flight Landed;SN;2641;319;2023-05-19;06:46;;;DP;Flight Departed;LD;Flight Landed
LH1963;MUC;2023-05-19;08:30;;;2;G34;NO;No Status;LH;1963;321;;;1;B19;NO;No Status;CD;Flight Cancelled
LH2079;MUC;2023-05-19;08:30;2023-05-19;08:42;2;G18;LD;Flight Landed;LH;2079;32V;2023-05-19;07:29;2;C16;DP;Flight Departed;LD;Flight Landed
CL2311;MUC;2023-05-19;08:30;2023-05-19;08:24;2;G82;LD;Flight Landed;CL;2311;CR9;2023-05-19;07:12;;B36;DP;Flight Departed;LD;Flight Landed
LH2035;MUC;2023-05-19;08:40;2023-05-19;08:49;2;G44;LD;Flight Landed;LH;2035;32A;2023-05-19;07:48;;A31;DP;Flight Departed;LD;Flight Landed
LH429;MUC;2023-05-19;09:00;2023-05-19;10:14;2;L26;LD;Flight Landed;LH;429;359;2023-05-18;19:44;;D12;DP;Flight Departed;LD;Flight Landed
EN1689;MUC;2023-05-19;09:30;2023-05-19;09:33;2;T02S;LD;Flight Landed;EN;1689;E95;2023-05-19;08:30;2;C10;DP;Flight Departed;LD;Flight Landed
LH2457;MUC;2023-05-19;09:30;2023-05-19;09:28;2;K08;LD;Flight Landed;LH;2457;32V;2023-05-19;07:14;;E02;DP;Flight Departed;LD;Flight Landed
LH425;MUC;2023-05-19;09:35;2023-05-19;09:34;2;L30;LD;Flight Landed;LH;425;346;2023-05-18;20:09;E;E10;DP;Flight Departed;LD;Flight Landed
LH1873;MUC;2023-05-19;09:35;2023-05-19;09:18;2;K06;LD;Flight Landed;LH;1873;32M;2023-05-19;07:59;1;A65;DP;Flight Departed;LD;Flight Landed
LH1819;MUC;2023-05-19;09:40;2023-05-19;09:32;2;G30;LD;Flight Landed;LH;1819;321;2023-05-19;07:43;1;B26;DP;Flight Departed;LD;Flight Landed
CL1973;MUC;2023-05-19;09:40;2023-05-19;09:35;2;T02S;LD;Flight Landed;CL;1973;CR9;2023-05-19;08:26;1;C11;DP;Flight Departed;LD;Flight Landed
LH2001;MUC;2023-05-19;09:40;2023-05-19;09:36;2;T02S;LD;Flight Landed;LH;2001;32A;2023-05-19;08:27;;A63;DP;Flight Departed;LD;Flight Landed
LH1807;MUC;2023-05-19;09:45;2023-05-19;09:45;2;K05;LD;Flight Landed;LH;1807;32N;2023-05-19;07:25;2;E73;DP;Flight Departed;LD;Flight Landed
CL1831;MUC;2023-05-19;09:45;2023-05-19;09:44;2;G34;LD;Flight Landed;CL;1831;319;2023-05-19;07:38;;C23;DP;Flight Departed;LD;Flight Landed
LH2483;MUC;2023-05-19;09:45;2023-05-19;09:48;2;H20;LD;Flight Landed;LH;2483;32N;2023-05-19;06:57;2;A18;DP;Flight Departed;LD;Flight Landed
LH481;MUC;2023-05-19;09:50;2023-05-19;09:59;2;H24;LD;Flight Landed;LH;481;359;2023-05-18;16:12;;A45;DP;Flight Departed;LD;Flight Landed
LH2091;MUC;2023-05-19;09:55;2023-05-19;10:05;2;K18;LD;Flight Landed;LH;2091;32A;2023-05-19;08:49;;A06;DP;Flight Departed;LD;Flight Landed
LH1675;MUC;2023-05-19;10:00;2023-05-19;09:49;2;K04;LD;Flight Landed;LH;1675;32A;2023-05-19;08:36;2A;A02;DP;Flight Departed;LD;Flight Landed
LH1789;MUC;2023-05-19;10:00;2023-05-19;09:57;2;G10;LD;Flight Landed;LH;1789;32N;2023-05-19;06:19;;005;DP;Flight Departed;LD;Flight Landed
LH1929;MUC;2023-05-19;10:00;2023-05-19;10:17;2;K12;LD;Flight Landed;LH;1929;32A;2023-05-19;09:06;1;B19;DP;Flight Departed;LD;Flight Landed
LH2051;MUC;2023-05-19;10:00;2023-05-19;10:01;2;G46;LD;Flight Landed;LH;2051;32Q;2023-05-19;08:41;2;A18;DP;Flight Departed;LD;Flight Landed
YY3803;MUC;2023-05-19;10:00;;;2;;NO;No Status;YY;3803;BUS;;;;BUS;NO;No Status;;No Status
LH2283;MUC;2023-05-19;10:05;2023-05-19;10:07;2;K01;LD;Flight Landed;LH;2283;32V;2023-05-19;08:52;;;DP;Flight Departed;LD;Flight Landed
CL2325;MUC;2023-05-19;10:05;2023-05-19;10:02;2;T02S;LD;Flight Landed;CL;2325;CR9;2023-05-19;09:09;3;F05;DP;Flight Departed;LD;Flight Landed
EN8269;MUC;2023-05-19;10:10;2023-05-19;10:32;2;T02S;LD;Flight Landed;EN;8269;E95;2023-05-19;09:32;;A54;DP;Flight Departed;LD;Flight Landed
LH413;MUC;2023-05-19;10:10;2023-05-19;10:22;2;H28;LD;Flight Landed;LH;413;359;2023-05-18;20:34;B;B62;DP;Flight Departed;LD;Flight Landed
LH475;MUC;2023-05-19;10:10;2023-05-19;10:23;2;L15;LD;Flight Landed;LH;475;35S;2023-05-18;21:13;;A59;DP;Flight Departed;LD;Flight Landed
EN2367;MUC;2023-05-19;10:10;2023-05-19;10:49;2;T02S;LD;Flight Landed;EN;2367;E95;2023-05-19;10:02;;;DP;Flight Departed;LD;Flight Landed
LH495;MUC;2023-05-19;10:15;2023-05-19;11:07;2;H44;LD;Flight Landed;LH;495;35S;2023-05-18;21:36;1;E73;DP;Flight Departed;LD;Flight Landed
LH683;MUC;2023-05-19;10:15;2023-05-19;10:17;2;M09;LD;Flight Landed;LH;683;32Q;2023-05-19;07:22;3;E04;DP;Flight Departed;LD;Flight Landed
LH1781;MUC;2023-05-19;10:15;2023-05-19;10:11;2;G48;LD;Flight Landed;LH;1781;32Q;2023-05-19;06:16;1;012;DP;Flight Departed;LD;Flight Landed
WX2271;MUC;2023-05-19;10:15;2023-05-19;10:27;2;T02S;LD;Flight Landed;WX;2271;CR9;2023-05-19;09:10;1;A03;DP;Flight Departed;LD;Flight Landed
CL2301;MUC;2023-05-19;10:15;2023-05-19;10:23;2;T02S;LD;Flight Landed;CL;2301;CR9;2023-05-19;08:56;;B17;DP;Flight Departed;LD;Flight Landed
LH2485;MUC;2023-05-19;10:15;2023-05-19;10:25;2;L10;LD;Flight Landed;LH;2485;32N;2023-05-19;07:40;2;A24;DP;Flight Departed;LD;Flight Landed
CL2145;MUC;2023-05-19;10:20;2023-05-19;10:26;2;T02S;LD;Flight Landed;CL;2145;CR9;2023-05-19;09:48;2;161;DP;Flight Departed;LD;Flight Landed
CL2439;MUC;2023-05-19;10:25;2023-05-19;10:21;2;G04;LD;Flight Landed;CL;2439;31K;2023-05-19;08:44;2;A17;DP;Flight Departed;LD;Flight Landed
CL2135;MUC;2023-05-19;10:30;2023-05-19;10:33;2;T02S;LD;Flight Landed;CL;2135;CR9;2023-05-19;09:27;;C13;DP;Flight Departed;LD;Flight Landed
E61991;MUC;2023-05-19;10:35;2023-05-19;10:15;1;;LD;Flight Landed;E6;1991;320;2023-05-19;08:18;;;DP;Flight Departed;LD;Flight Landed
LH2189;MUC;2023-05-19;10:35;2023-05-19;10:47;2;T02S;LD;Flight Landed;LH;2189;319;2023-05-19;09:36;;A01;DP;Flight Departed;LD;Flight Landed
CL1611;MUC;2023-05-19;10:40;2023-05-19;10:40;2;T02S;LD;Flight Landed;CL;1611;CR9;2023-05-19;09:10;;025;DP;Flight Departed;LD;Flight Landed
LH2005;MUC;2023-05-19;10:40;2023-05-19;10:31;2;K22;LD;Flight Landed;LH;2005;32A;2023-05-19;09:28;;A49;DP;Flight Departed;LD;Flight Landed
CL2217;MUC;2023-05-19;10:40;2023-05-19;10:36;2;G30;LD;Flight Landed;CL;2217;319;2023-05-19;08:55;;050;DP;Flight Departed;LD;Flight Landed
CL2383;MUC;2023-05-19;10:40;2023-05-19;10:35;2;T02S;LD;Flight Landed;CL;2383;31K;2023-05-19;09:34;1;;DP;Flight Departed;LD;Flight Landed
CL2341;MUC;2023-05-19;10:45;2023-05-19;10:43;2;K20;LD;Flight Landed;CL;2341;32N;2023-05-19;09:54;;009;DP;Flight Departed;LD;Flight Landed
EN8201;MUC;2023-05-19;10:50;2023-05-19;10:51;2;G40;LD;Flight Landed;EN;8201;E95;2023-05-19;09:55;;;DP;Flight Departed;LD;Flight Landed
CL2123;MUC;2023-05-19;10:50;2023-05-19;10:44;2;T02S;LD;Flight Landed;CL;2123;CR9;2023-05-19;09:53;;003;DP;Flight Departed;LD;Flight Landed
CL2247;MUC;2023-05-19;10:50;2023-05-19;10:40;2;T02S;LD;Flight Landed;CL;2247;CR9;2023-05-19;09:28;1;B10;DP;Flight Departed;LD;Flight Landed
SN2643;MUC;2023-05-19;10:55;2023-05-19;11:03;2;K14;LD;Flight Landed;SN;2643;319;2023-05-19;09:35;;;DP;Flight Departed;LD;Flight Landed
EN8193;MUC;2023-05-19;11:00;2023-05-19;10:54;2;T02S;LD;Flight Landed;EN;8193;E95;2023-05-19;09:49;;004;DP;Flight Departed;LD;Flight Landed
EN8239;MUC;2023-05-19;11:00;2023-05-19;11:11;2;T02S;LD;Flight Landed;EN;8239;E95;2023-05-19;10:03;;;DP;Flight Departed;LD;Flight Landed
LH1931;MUC;2023-05-19;11:00;2023-05-19;10:57;2;K05;LD;Flight Landed;LH;1931;319;2023-05-19;09:45;1;B25;DP;Flight Departed;LD;Flight Landed
LH2081;MUC;2023-05-19;11:00;2023-05-19;10:51;2;K06;LD;Flight Landed;LH;2081;32A;2023-05-19;09:36;2;C16;DP;Flight Departed;LD;Flight Landed
CL2213;MUC;2023-05-19;11:00;2023-05-19;11:10;2;G81;LD;Flight Landed;CL;2213;CR9;2023-05-19;09:46;1;A21;DP;Flight Departed;LD;Flight Landed
CL2413;MUC;2023-05-19;11:00;2023-05-19;10:56;2;G82;LD;Flight Landed;CL;2413;CR9;2023-05-19;08:44;5;;DP;Flight Departed;LD;Flight Landed
EN8285;MUC;2023-05-19;11:05;2023-05-19;11:05;2;K18;LD;Flight Landed;EN;8285;E95;2023-05-19;10:00;;A04;DP;Flight Departed;LD;Flight Landed
LH100;MUC;2023-05-19;11:10;2023-05-19;11:14;2;G34;LD;Flight Landed;LH;100;32M;2023-05-19;10:28;1;A13;DP;Flight Departed;LD;Flight Landed
CL2317;MUC;2023-05-19;11:10;2023-05-19;11:03;2;G81;LD;Flight Landed;CL;2317;CR9;2023-05-19;10:06;;;DP;Flight Departed;LD;Flight Landed
EN8251;MUC;2023-05-19;11:15;;;2;;NO;No Status;EN;8251;E95;;;;;NO;No Status;CD;Flight Cancelled
EW1993;MUC;2023-05-19;11:25;2023-05-19;11:17;1;;LD;Flight Landed;EW;1993;32A;2023-05-19;09:23;;;DP;Flight Departed;LD;Flight Landed
CL2007;MUC;2023-05-19;11:40;2023-05-19;11:37;2;T02S;LD;Flight Landed;CL;2007;CR9;2023-05-19;10:30;;A33;DP;Flight Departed;LD;Flight Landed
LH2471;MUC;2023-05-19;11:50;2023-05-19;11:50;2;L08;LD;Flight Landed;LH;2471;32N;2023-05-19;09:02;2;A19;DP;Flight Departed;LD;Flight Landed
LH1935;MUC;2023-05-19;12:00;2023-05-19;11:58;2;G20;LD;Flight Landed;LH;1935;319;2023-05-19;10:49;1;B03;DP;Flight Departed;LD;Flight Landed
LH2055;MUC;2023-05-19;12:00;2023-05-19;12:11;2;G10;LD;Flight Landed;LH;2055;32N;2023-05-19;10:56;2;C08;DP;Flight Departed;LD;Flight Landed
EW6614;MUC;2023-05-19;12:15;2023-05-19;12:09;1;;LD;Flight Landed;EW;6614;320;2023-05-19;10:22;;;DP;Flight Departed;LD;Flight Landed
LH1867;MUC;2023-05-19;12:25;;;2;;NO;No Status;LH;1867;32M;;;1;A00;NO;No Status;CD;Flight Cancelled
EW7178;MUC;2023-05-19;12:30;2023-05-19;12:28;1;;LD;Flight Landed;EW;7178;31D;2023-05-19;11:12;1;A39;DP;Flight Departed;LD;Flight Landed
CL2303;MUC;2023-05-19;12:35;2023-05-19;12:34;2;G82;LD;Flight Landed;CL;2303;CR9;2023-05-19;11:13;;B24;DP;Flight Departed;LD;Flight Landed
LH415;MUC;2023-05-19;12:45;2023-05-19;12:34;2;H08;LD;Flight Landed;LH;415;359;2023-05-18;22:42;;B45;DP;Flight Departed;LD;Flight Landed
LH435;MUC;2023-05-19;13:05;2023-05-19;12:53;2;L25;LD;Flight Landed;LH;435;346;2023-05-18;21:07;1;B17;DP;Flight Departed;LD;Flight Landed
LH104;MUC;2023-05-19;13:10;2023-05-19;13:17;2;G24;LD;Flight Landed;LH;104;320;2023-05-19;12:28;1;A01;DP;Flight Departed;LD;Flight Landed
LH453;MUC;2023-05-19;13:15;2023-05-19;13:05;2;L15;LD;Flight Landed;LH;453;359;2023-05-18;17:09;B;150;DP;Flight Departed;LD;Flight Landed
LH501;MUC;2023-05-19;13:15;2023-05-19;13:21;2;M24;LD;Flight Landed;LH;501;359;2023-05-18;21:23;2;C53;DP;Flight Departed;LD;Flight Landed
LH467;MUC;2023-05-19;13:20;2023-05-19;13:11;2;L30;LD;Flight Landed;LH;467;359;2023-05-18;17:12;2;048;DP;Flight Departed;LD;Flight Landed
4Y1775;MUC;2023-05-19;13:30;2023-05-19;13:45;2;K12;LD;Flight Landed;4Y;1775;32A;2023-05-19;12:38;;004;DP;Flight Departed;LD;Flight Landed
LH2057;MUC;2023-05-19;13:30;2023-05-19;13:25;2;T02S;LD;Flight Landed;LH;2057;319;2023-05-19;12:13;2;C16;DP;Flight Departed;LD;Flight Landed
CL2167;MUC;2023-05-19;13:30;2023-05-19;13:51;2;G26;LD;Flight Landed;CL;2167;31K;2023-05-19;12:55;;024;DP;Flight Departed;LD;Flight Landed
CL1825;MUC;2023-05-19;13:40;2023-05-19;13:26;2;K01;LD;Flight Landed;CL;1825;319;2023-05-19;11:28;;A12;DP;Flight Departed;LD;Flight Landed
LH2013;MUC;2023-05-19;13:40;2023-05-19;13:30;2;G10;LD;Flight Landed;LH;2013;32V;2023-05-19;12:26;;A39;DP;Flight Departed;LD;Flight Landed
LH2229;MUC;2023-05-19;13:40;2023-05-19;13:31;2;K10;LD;Flight Landed;LH;2229;32A;2023-05-19;12:09;1;065;DP;Flight Departed;LD;Flight Landed
LH2473;MUC;2023-05-19;13:40;2023-05-19;13:44;2;H30;LD;Flight Landed;LH;2473;32N;2023-05-19;11:03;2;A26;DP;Flight Departed;LD;Flight Landed
CL2501;MUC;2023-05-19;13:40;2023-05-19;13:37;2;H48;LD;Flight Landed;CL;2501;32N;2023-05-19;10:43;1;027;DP;Flight Departed;LD;Flight Landed
LH1713;MUC;2023-05-19;13:45;2023-05-19;14:05;2;M09;LD;Flight Landed;LH;1713;32V;2023-05-19;12:20;;;DP;Flight Departed;LD;Flight Landed
LH1811;MUC;2023-05-19;13:45;2023-05-19;13:49;2;K18;LD;Flight Landed;LH;1811;32Q;2023-05-19;11:57;1;B32;DP;Flight Departed;LD;Flight Landed
LH1651;MUC;2023-05-19;13:50;2023-05-19;13:53;2;L05;LD;Flight Landed;LH;1651;32V;2023-05-19;12:51;;002;DP;Flight Departed;LD;Flight Landed
EN1855;MUC;2023-05-19;13:50;;;2;;NO;No Status;EN;1855;E95;;;1;;NO;No Status;CD;Flight Cancelled
LH2429;MUC;2023-05-19;13:50;2023-05-19;13:40;2;G38;LD;Flight Landed;LH;2429;32V;2023-05-19;11:47;;;DP;Flight Departed;LD;Flight Landed
LH2453;MUC;2023-05-19;13:50;2023-05-19;13:33;2;G34;LD;Flight Landed;LH;2453;32A;2023-05-19;11:28;;D11;DP;Flight Departed;LD;Flight Landed
CL2509;MUC;2023-05-19;13:50;2023-05-19;13:44;2;H16;LD;Flight Landed;CL;2509;31K;2023-05-19;10:53;;054;DP;Flight Departed;LD;Flight Landed
LH1703;MUC;2023-05-19;13:55;2023-05-19;13:52;2;L22;LD;Flight Landed;LH;1703;32V;2023-05-19;12:59;2;B09;DP;Flight Departed;LD;Flight Landed
LH1915;MUC;2023-05-19;13:55;2023-05-19;13:47;2;K07;LD;Flight Landed;LH;1915;32M;2023-05-19;11:58;;A18;DP;Flight Departed;LD;Flight Landed
LH2249;MUC;2023-05-19;13:55;2023-05-19;14:10;2;T02S;LD;Flight Landed;LH;2249;32A;2023-05-19;13:00;1;F07;DP;Flight Departed;LD;Flight Landed
4Y2517;MUC;2023-05-19;13:55;2023-05-19;14:00;2;H46;LD;Flight Landed;4Y;2517;32A;2023-05-19;10:39;1;302;DP;Flight Departed;LD;Flight Landed
LH1937;MUC;2023-05-19;14:00;2023-05-19;14:04;2;G28;LD;Flight Landed;LH;1937;32A;2023-05-19;12:54;1;B19;DP;Flight Departed;LD;Flight Landed
CL1977;MUC;2023-05-19;14:00;2023-05-19;14:14;2;G04;LD;Flight Landed;CL;1977;31K;2023-05-19;13:18;1;C30;DP;Flight Departed;LD;Flight Landed
LH2415;MUC;2023-05-19;14:00;2023-05-19;13:58;2;G14;LD;Flight Landed;LH;2415;32N;2023-05-19;11:50;5;;DP;Flight Departed;LD;Flight Landed
YY3805;MUC;2023-05-19;14:00;;;2;;NO;No Status;YY;3805;BUS;;;;BUS;NO;No Status;;No Status
EN8731;MUC;2023-05-19;14:05;2023-05-19;14:13;2;T02S;LD;Flight Landed;EN;8731;E95;2023-05-19;13:12;;006;DP;Flight Departed;LD;Flight Landed
CL1697;MUC;2023-05-19;14:05;2023-05-19;13:54;2;G81;LD;Flight Landed;CL;1697;CR9;2023-05-19;13:01;;0A1;DP;Flight Departed;LD;Flight Landed
LH1907;MUC;2023-05-19;14:05;2023-05-19;14:08;2;K16;LD;Flight Landed;LH;1907;32Q;2023-05-19;12:12;;008;DP;Flight Departed;LD;Flight Landed
LH2369;MUC;2023-05-19;14:05;2023-05-19;14:19;2;T02S;LD;Flight Landed;LH;2369;32Q;2023-05-19;13:32;;;DP;Flight Departed;LD;Flight Landed
LH2097;MUC;2023-05-19;14:10;2023-05-19;14:37;2;K11;LD;Flight Landed;LH;2097;321;2023-05-19;13:23;;A06;DP;Flight Departed;LD;Flight Landed
CL2147;MUC;2023-05-19;14:15;2023-05-19;13:59;2;T02S;LD;Flight Landed;CL;2147;CR9;2023-05-19;13:28;2;161;DP;Flight Departed;LD;Flight Landed
CL2329;MUC;2023-05-19;14:15;2023-05-19;14:11;2;G40;LD;Flight Landed;CL;2329;32N;2023-05-19;13:20;3;F02;DP;Flight Departed;LD;Flight Landed
CL1631;MUC;2023-05-19;14:20;2023-05-19;14:14;2;T02S;LD;Flight Landed;CL;1631;CR9;2023-05-19;13:06;;003;DP;Flight Departed;LD;Flight Landed
4Y1847;MUC;2023-05-19;14:20;2023-05-19;14:47;2;G38;LD;Flight Landed;4Y;1847;32A;2023-05-19;12:43;;0002;DP;Flight Departed;LD;Flight Landed
WX2405;MUC;2023-05-19;14:20;2023-05-19;14:20;2;T02S;LD;Flight Landed;WX;2405;CRK;2023-05-19;12:53;;008;DP;Flight Departed;LD;Flight Landed
CL1637;MUC;2023-05-19;14:25;2023-05-19;14:16;2;T02S;LD;Flight Landed;CL;1637;CR9;2023-05-19;13:02;;001;DP;Flight Departed;LD;Flight Landed
EN1691;MUC;2023-05-19;14:25;2023-05-19;14:32;2;T02S;LD;Flight Landed;EN;1691;E95;2023-05-19;13:35;2;C10;DP;Flight Departed;LD;Flight Landed
LH1801;MUC;2023-05-19;14:25;2023-05-19;14:24;2;K20;LD;Flight Landed;LH;1801;32V;2023-05-19;11:58;2;E74;DP;Flight Departed;LD;Flight Landed
LH2441;MUC;2023-05-19;14:25;2023-05-19;14:26;2;T02S;LD;Flight Landed;LH;2441;32V;2023-05-19;12:45;2;A14;DP;Flight Departed;LD;Flight Landed
LH2461;MUC;2023-05-19;14:25;2023-05-19;14:29;2;K03;LD;Flight Landed;LH;2461;32M;2023-05-19;12:51;;029;DP;Flight Departed;LD;Flight Landed
EN8241;MUC;2023-05-19;14:30;;;2;;NO;No Status;EN;8241;E95;;;;;NO;No Status;CD;Flight Cancelled
LH1751;MUC;2023-05-19;14:30;2023-05-19;14:41;2;G18;LD;Flight Landed;LH;1751;32M;2023-05-19;13:17;;B07;DP;Flight Departed;LD;Flight Landed
LH2059;MUC;2023-05-19;14:30;2023-05-19;14:21;2;G20;LD;Flight Landed;LH;2059;32N;2023-05-19;13:08;2;A17;DP;Flight Departed;LD;Flight Landed
EN8211;MUC;2023-05-19;14:35;;;2;;NO;No Status;EN;8211;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8219;MUC;2023-05-19;14:35;2023-05-19;14:51;2;T02S;LD;Flight Landed;EN;8219;E95;2023-05-19;13:13;;;DP;Flight Departed;LD;Flight Landed
CL1605;MUC;2023-05-19;14:35;2023-05-19;14:35;2;T02S;LD;Flight Landed;CL;1605;CR9;2023-05-19;13:04;;004;DP;Flight Departed;LD;Flight Landed
EN8295;MUC;2023-05-19;14:40;;;2;;NO;No Status;EN;8295;E95;;;;;NO;No Status;CD;Flight Cancelled
WX1613;MUC;2023-05-19;14:40;2023-05-19;15:45;2;G81;LD;Flight Landed;WX;1613;CR9;2023-05-19;14:26;;029;DP;Flight Departed;LD;Flight Landed
LH1623;MUC;2023-05-19;14:40;2023-05-19;14:47;2;G48;LD;Flight Landed;LH;1623;32V;2023-05-19;13:27;;007;DP;Flight Departed;LD;Flight Landed
CL1657;MUC;2023-05-19;14:40;2023-05-19;14:37;2;H34;LD;Flight Landed;CL;1657;319;2023-05-19;14:08;;007;DP;Flight Departed;LD;Flight Landed
LH1727;MUC;2023-05-19;14:40;2023-05-19;14:42;2;G10;LD;Flight Landed;LH;1727;32A;2023-05-19;13:35;;023;DP;Flight Departed;LD;Flight Landed
LH1735;MUC;2023-05-19;14:40;2023-05-19;14:27;2;H44;LD;Flight Landed;LH;1735;32N;2023-05-19;13:01;2;A04;DP;Flight Departed;LD;Flight Landed
CL1897;MUC;2023-05-19;14:40;2023-05-19;14:43;2;T02S;LD;Flight Landed;CL;1897;CR9;2023-05-19;13:30;;003;DP;Flight Departed;LD;Flight Landed
CL2015;MUC;2023-05-19;14:40;2023-05-19;14:40;2;K08;LD;Flight Landed;CL;2015;319;2023-05-19;13:32;;A49;DP;Flight Departed;LD;Flight Landed
LH1677;MUC;2023-05-19;14:45;2023-05-19;14:50;2;T02S;LD;Flight Landed;LH;1677;32A;2023-05-19;13:37;2A;A02;DP;Flight Departed;LD;Flight Landed
CL2179;MUC;2023-05-19;14:45;2023-05-19;14:42;2;T02S;LD;Flight Landed;CL;2179;CR9;2023-05-19;13:43;;002;DP;Flight Departed;LD;Flight Landed
LH2273;MUC;2023-05-19;14:45;2023-05-19;14:55;2;K18;LD;Flight Landed;LH;2273;32A;2023-05-19;13:38;1;A33;DP;Flight Departed;LD;Flight Landed
CL2385;MUC;2023-05-19;14:45;2023-05-19;14:34;2;G82;LD;Flight Landed;CL;2385;CR9;2023-05-19;13:33;1;;DP;Flight Departed;LD;Flight Landed
CL2435;MUC;2023-05-19;14:45;2023-05-19;14:46;2;T02S;LD;Flight Landed;CL;2435;CR9;2023-05-19;13:07;;010;DP;Flight Departed;LD;Flight Landed
OS103;MUC;2023-05-19;14:45;2023-05-19;14:32;2;G24;LD;Flight Landed;OS;103;320;2023-05-19;13:40;3;F06;DP;Flight Departed;LD;Flight Landed
EN8321;MUC;2023-05-19;14:50;2023-05-19;15:24;2;H42;LD;Flight Landed;EN;8321;E95;2023-05-19;14:51;;B01;DP;Flight Departed;LD;Flight Landed
CL1643;MUC;2023-05-19;14:50;2023-05-19;15:03;2;T02S;LD;Flight Landed;CL;1643;CR9;2023-05-19;13:26;;011;DP;Flight Departed;LD;Flight Landed
CL1665;MUC;2023-05-19;14:55;2023-05-19;14:53;2;T02N;LD;Flight Landed;CL;1665;CR9;2023-05-19;14:13;;001;DP;Flight Departed;LD;Flight Landed
LH1783;MUC;2023-05-19;14:55;2023-05-19;15:01;2;G26;LD;Flight Landed;LH;1783;32V;2023-05-19;11:17;;033;DP;Flight Departed;LD;Flight Landed
LH1877;MUC;2023-05-19;15:00;;;2;;NO;No Status;LH;1877;32M;;;;;NO;No Status;CD;Flight Cancelled
LH1939;MUC;2023-05-19;15:00;2023-05-19;14:52;2;G30;LD;Flight Landed;LH;1939;319;2023-05-19;13:38;1;B07;DP;Flight Departed;LD;Flight Landed
LH2193;MUC;2023-05-19;15:05;2023-05-19;15:10;2;T02S;LD;Flight Landed;LH;2193;32A;2023-05-19;13:55;;A01;DP;Flight Departed;LD;Flight Landed
SN2645;MUC;2023-05-19;15:05;2023-05-19;15:32;2;G30;LD;Flight Landed;SN;2645;319;2023-05-19;14:18;;;DP;Flight Departed;LD;Flight Landed
LH2219;MUC;2023-05-19;15:15;2023-05-19;15:17;2;G04;LD;Flight Landed;LH;2219;32N;2023-05-19;13:40;;050;DP;Flight Departed;LD;Flight Landed
EN2263;MUC;2023-05-19;15:15;2023-05-19;15:20;2;K22;LD;Flight Landed;EN;2263;E95;2023-05-19;13:54;1A;023;DP;Flight Departed;LD;Flight Landed
LH1813;MUC;2023-05-19;15:35;2023-05-19;15:55;2;K12;LD;Flight Landed;LH;1813;32M;2023-05-19;13:55;1;B36;DP;Flight Departed;LD;Flight Landed
EW9088;MUC;2023-05-19;16:05;2023-05-19;16:03;1;;LD;Flight Landed;EW;9088;320;2023-05-19;15:01;;A65;DP;Flight Departed;LD;Flight Landed
LH2231;MUC;2023-05-19;16:05;2023-05-19;16:03;2;G24;LD;Flight Landed;LH;2231;319;2023-05-19;14:41;1;064;DP;Flight Departed;LD;Flight Landed
LH110;MUC;2023-05-19;16:10;2023-05-19;16:22;2;G28;LD;Flight Landed;LH;110;78S;2023-05-19;15:29;1;A50;DP;Flight Departed;LD;Flight Landed
LH1823;MUC;2023-05-19;16:20;2023-05-19;16:33;2;G40;LD;Flight Landed;LH;1823;32V;2023-05-19;13:35;;A05;DP;Flight Departed;LD;Flight Landed
