FlightId;ArrAirportCode;ArrScheduledDate;ArrScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DpStatusDescription;StatusCode;StatusDescription
LH1281;FRA;2023-05-19;13:30;2023-05-19;13:56;1;A17;LD;Flight Landed;LH;1281;32N;2023-05-19;11:57;;B09;DP;Flight Departed;LD;Flight Landed
2A3513;FRA;2023-05-19;13:33;2023-05-19;13:57;TN;;LD;Flight Landed;2A;3513;TRN;2023-05-19;12:46;;T15;DP;Flight Departed;LD;Flight Landed
CL1471;FRA;2023-05-19;13:35;2023-05-19;13:41;1;Area A;LD;Flight Landed;CL;1471;E90;2023-05-19;12:38;;007;DP;Flight Departed;LD;Flight Landed
LH1521;FRA;2023-05-19;13:45;2023-05-19;13:43;1;Z13;LD;Flight Landed;LH;1521;320;2023-05-19;11:11;N;054;DP;Flight Departed;LD;Flight Landed
2A3615;FRA;2023-05-19;13:50;2023-05-19;14:27;TN;;LD;Flight Landed;2A;3615;TRN;2023-05-19;13:26;;T06;DP;Flight Departed;LD;Flight Landed
2A3651;FRA;2023-05-19;13:50;2023-05-19;14:27;TN;;LD;Flight Landed;2A;3651;TRN;2023-05-19;11:07;;T09;DP;Flight Departed;LD;Flight Landed
2A3563;FRA;2023-05-19;13:51;2023-05-19;13:53;TN;;LD;Flight Landed;2A;3563;TRN;2023-05-19;12:39;;T10;DP;Flight Departed;LD;Flight Landed
LH273;FRA;2023-05-19;13:55;;;1;A26;NO;No Status;LH;273;32A;;;;;NO;No Status;CD;Flight Cancelled
LH943;FRA;2023-05-19;14:00;2023-05-19;14:05;1;Area A;LD;Flight Landed;LH;943;32N;2023-05-19;11:24;1;028;DP;Flight Departed;LD;Flight Landed
LH905;FRA;2023-05-19;14:05;2023-05-19;14:01;1;Z18;LD;Flight Landed;LH;905;32N;2023-05-19;11:36;2;A23;DP;Flight Departed;LD;Flight Landed
2A3445;FRA;2023-05-19;14:06;2023-05-19;14:11;TN;;LD;Flight Landed;2A;3445;TRN;2023-05-19;13:37;;T03;DP;Flight Departed;LD;Flight Landed
LH433;FRA;2023-05-19;14:10;2023-05-19;14:13;1;Z52;LD;Flight Landed;LH;433;343;2023-05-18;22:47;1;B16;DP;Flight Departed;LD;Flight Landed
CL1011;FRA;2023-05-19;14:15;2023-05-19;14:07;1;Area A;LD;Flight Landed;CL;1011;CR9;2023-05-19;13:13;;;DP;Flight Departed;LD;Flight Landed
YY3757;FRA;2023-05-19;14:15;;;1;T06;NO;No Status;YY;3757;BUS;;;;BUS;NO;No Status;;No Status
2A3477;FRA;2023-05-19;14:20;2023-05-19;14:21;TN;T04;LD;Flight Landed;2A;3477;TRN;2023-05-19;12:55;;T06;DP;Flight Departed;LD;Flight Landed
LH1531;FRA;2023-05-19;14:25;2023-05-19;14:59;1;A56;LD;Flight Landed;LH;1531;32Q;2023-05-19;12:58;;D80;DP;Flight Departed;LD;Flight Landed
LH1545;FRA;2023-05-19;14:25;2023-05-19;14:48;1;Area A;LD;Flight Landed;LH;1545;320;2023-05-19;13:00;;001;DP;Flight Departed;LD;Flight Landed
2A3515;FRA;2023-05-19;14:33;2023-05-19;14:53;TN;T04;LD;Flight Landed;2A;3515;TRN;2023-05-19;13:18;;T15;DP;Flight Departed;LD;Flight Landed
LH879;FRA;2023-05-19;14:35;2023-05-19;14:37;1;A26;LD;Flight Landed;LH;879;319;2023-05-19;12:45;;013;DP;Flight Departed;LD;Flight Landed
2A3565;FRA;2023-05-19;14:35;2023-05-19;14:41;TN;;LD;Flight Landed;2A;3565;TRN;2023-05-19;13:30;;T05;DP;Flight Departed;LD;Flight Landed
LH499;FRA;2023-05-19;14:45;2023-05-19;16:26;1;B28A;LD;Flight Landed;LH;499;74H;2023-05-18;21:29;1;J26;DP;Flight Departed;LD;Flight Landed
LH451;FRA;2023-05-19;14:50;2023-05-19;14:46;1;Z20;LD;Flight Landed;LH;451;343;2023-05-18;18:42;B;148;DP;Flight Departed;LD;Flight Landed
2A3617;FRA;2023-05-19;14:50;2023-05-19;15:10;TN;T04;LD;Flight Landed;2A;3617;TRN;2023-05-19;14:18;;T06;DP;Flight Departed;LD;Flight Landed
2A3653;FRA;2023-05-19;14:50;2023-05-19;15:10;TN;;LD;Flight Landed;2A;3653;TRN;2023-05-19;12:07;;T09;DP;Flight Departed;LD;Flight Landed
LH109;FRA;2023-05-19;15:00;2023-05-19;15:12;1;A14;LD;Flight Landed;LH;109;320;2023-05-19;14:05;2;G24;DP;Flight Departed;LD;Flight Landed
LH1127;FRA;2023-05-19;15:00;2023-05-19;14:53;1;A64;LD;Flight Landed;LH;1127;321;2023-05-19;12:51;1;B47;DP;Flight Departed;LD;Flight Landed
LH335;FRA;2023-05-19;15:05;;;1;A36;NO;No Status;LH;335;32M;;;;;NO;No Status;CD;Flight Cancelled
LH519;FRA;2023-05-19;15:05;2023-05-19;14:48;1;Z66A;LD;Flight Landed;LH;519;343;2023-05-18;19:43;M;002;DP;Flight Departed;LD;Flight Landed
LH861;FRA;2023-05-19;15:05;2023-05-19;15:19;1;A62;LD;Flight Landed;LH;861;32A;2023-05-19;13:06;;D11;DP;Flight Departed;LD;Flight Landed
LH875;FRA;2023-05-19;15:05;2023-05-19;15:01;1;A16;LD;Flight Landed;LH;875;319;2023-05-19;13:14;;025;DP;Flight Departed;LD;Flight Landed
LH887;FRA;2023-05-19;15:05;2023-05-19;15:12;1;A28;LD;Flight Landed;LH;887;32Q;2023-05-19;14:00;;A06;DP;Flight Departed;LD;Flight Landed
2A3417;FRA;2023-05-19;15:06;2023-05-19;15:09;TN;T04;LD;Flight Landed;2A;3417;TRN;2023-05-19;14:01;;T09;DP;Flight Departed;LD;Flight Landed
LH021;FRA;2023-05-19;15:10;2023-05-19;15:12;1;A54;LD;Flight Landed;LH;21;321;2023-05-19;13:58;2;C16;DP;Flight Departed;LD;Flight Landed
LH057;FRA;2023-05-19;15:10;2023-05-19;15:21;1;A34;LD;Flight Landed;LH;57;32N;2023-05-19;14:25;;A05;DP;Flight Departed;LD;Flight Landed
CL395;FRA;2023-05-19;15:15;2023-05-19;15:06;1;Area A;LD;Flight Landed;CL;395;E90;2023-05-19;14:21;;;DP;Flight Departed;LD;Flight Landed
LH849;FRA;2023-05-19;15:15;2023-05-19;15:29;1;Area A;LD;Flight Landed;LH;849;32A;2023-05-19;13:59;;032;DP;Flight Departed;LD;Flight Landed
LH891;FRA;2023-05-19;15:15;2023-05-19;15:18;1;BSO;LD;Flight Landed;LH;891;321;2023-05-19;14:07;;B07;DP;Flight Departed;LD;Flight Landed
CL1205;FRA;2023-05-19;15:15;2023-05-19;15:04;1;Area A;LD;Flight Landed;CL;1205;CR9;2023-05-19;14:12;;060;DP;Flight Departed;LD;Flight Landed
LH1277;FRA;2023-05-19;15:15;2023-05-19;15:29;1;B19A;LD;Flight Landed;LH;1277;32Q;2023-05-19;13:00;;005;DP;Flight Departed;LD;Flight Landed
LH1397;FRA;2023-05-19;15:15;2023-05-19;15:19;1;A36;LD;Flight Landed;LH;1397;32A;2023-05-19;14:16;2;C09;DP;Flight Departed;LD;Flight Landed
2A3537;FRA;2023-05-19;15:17;2023-05-19;15:20;TN;;LD;Flight Landed;2A;3537;TRN;2023-05-19;14:34;;T04;DP;Flight Departed;LD;Flight Landed
2A3723;FRA;2023-05-19;15:18;2023-05-19;15:19;TN;T04;LD;Flight Landed;2A;3723;TRN;2023-05-19;12:51;;T01;DP;Flight Departed;LD;Flight Landed
LH233;FRA;2023-05-19;15:20;;;1;B10;NO;No Status;LH;233;321;;;1;A00;NO;No Status;CD;Flight Cancelled
LH881;FRA;2023-05-19;15:20;2023-05-19;15:14;1;Area A;LD;Flight Landed;LH;881;32N;2023-05-19;13:48;;006;DP;Flight Departed;LD;Flight Landed
2A3479;FRA;2023-05-19;15:20;2023-05-19;15:27;TN;T04;LD;Flight Landed;2A;3479;TRN;2023-05-19;13:55;;T06;DP;Flight Departed;LD;Flight Landed
LH1161;FRA;2023-05-19;15:25;2023-05-19;15:46;1;A52;LD;Flight Landed;LH;1161;32Q;2023-05-19;13:06;;012;DP;Flight Departed;LD;Flight Landed
LH1407;FRA;2023-05-19;15:25;2023-05-19;15:26;1;Area A;LD;Flight Landed;LH;1407;32A;2023-05-19;13:37;2;A02;DP;Flight Departed;LD;Flight Landed
CL1463;FRA;2023-05-19;15:25;2023-05-19;15:40;1;Area A;LD;Flight Landed;CL;1463;CR9;2023-05-19;14:19;;0A1;DP;Flight Departed;LD;Flight Landed
4Y537;FRA;2023-05-19;15:30;2023-05-19;15:46;1;A01;LD;Flight Landed;4Y;537;32A;2023-05-19;13:48;;009;DP;Flight Departed;LD;Flight Landed
CL955;FRA;2023-05-19;15:30;2023-05-19;15:24;1;Area A;LD;Flight Landed;CL;955;E90;2023-05-19;12:55;;044;DP;Flight Departed;LD;Flight Landed
LH1113;FRA;2023-05-19;15:30;2023-05-19;16:27;1;A24;LD;Flight Landed;LH;1113;32M;2023-05-19;13:48;2;E80;DP;Flight Departed;LD;Flight Landed
LH1323;FRA;2023-05-19;15:30;2023-05-19;15:38;1;Area A;LD;Flight Landed;LH;1323;32A;2023-05-19;12:22;M;050;DP;Flight Departed;LD;Flight Landed
2A3517;FRA;2023-05-19;15:33;2023-05-19;15:37;TN;T04;LD;Flight Landed;2A;3517;TRN;2023-05-19;14:29;;T16;DP;Flight Departed;LD;Flight Landed
4Y513;FRA;2023-05-19;15:35;2023-05-19;16:50;1;C01A;LD;Flight Landed;4Y;513;32A;2023-05-19;14:44;;D94;DP;Flight Departed;LD;Flight Landed
EN8845;FRA;2023-05-19;15:35;;;1;ASO;NO;No Status;EN;8845;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8053;FRA;2023-05-19;15:40;2023-05-19;15:39;1;BSO;LD;Flight Landed;EN;8053;E95;2023-05-19;14:33;;;DP;Flight Departed;LD;Flight Landed
EN8827;FRA;2023-05-19;15:40;;;1;ASO;NO;No Status;EN;8827;E95;;;;;NO;No Status;CD;Flight Cancelled
LH961;FRA;2023-05-19;15:40;2023-05-19;15:44;1;Z17;LD;Flight Landed;LH;961;320;2023-05-19;12:45;M;028;DP;Flight Departed;LD;Flight Landed
LH1035;FRA;2023-05-19;15:40;2023-05-19;15:31;1;Area A;LD;Flight Landed;LH;1035;320;2023-05-19;14:31;1;068;DP;Flight Departed;LD;Flight Landed
LH1105;FRA;2023-05-19;15:50;2023-05-19;15:46;1;Area A;LD;Flight Landed;LH;1105;319;2023-05-19;14:49;;001;DP;Flight Departed;LD;Flight Landed
2A3619;FRA;2023-05-19;15:50;2023-05-19;16:07;TN;T04;LD;Flight Landed;2A;3619;TRN;2023-05-19;15:13;;T06;DP;Flight Departed;LD;Flight Landed
2A3655;FRA;2023-05-19;15:50;2023-05-19;16:07;TN;;LD;Flight Landed;2A;3655;TRN;2023-05-19;13:03;;T09;DP;Flight Departed;LD;Flight Landed
LH191;FRA;2023-05-19;15:55;2023-05-19;16:09;1;A25;LD;Flight Landed;LH;191;32A;2023-05-19;14:52;1;A03;DP;Flight Departed;LD;Flight Landed
LH839;FRA;2023-05-19;15:55;2023-05-19;15:55;1;B10;LD;Flight Landed;LH;839;319;2023-05-19;14:27;;010;DP;Flight Departed;LD;Flight Landed
LH963;FRA;2023-05-19;15:55;2023-05-19;15:47;1;Area A;LD;Flight Landed;LH;963;321;2023-05-19;13:01;;000;DP;Flight Departed;LD;Flight Landed
LH1149;FRA;2023-05-19;15:55;2023-05-19;16:05;1;A50;LD;Flight Landed;LH;1149;32M;2023-05-19;12:59;;D52;DP;Flight Departed;LD;Flight Landed
LH1367;FRA;2023-05-19;15:55;2023-05-19;16:00;1;A15;LD;Flight Landed;LH;1367;32A;2023-05-19;14:20;;011;DP;Flight Departed;LD;Flight Landed
LH253;FRA;2023-05-19;16:00;;;1;A15;NO;No Status;LH;253;320;;;1;;NO;No Status;CD;Flight Cancelled
LH1131;FRA;2023-05-19;16:00;2023-05-19;16:35;1;A54;LD;Flight Landed;LH;1131;32Q;2023-05-19;14:19;1;B24;DP;Flight Departed;LD;Flight Landed
LH1279;FRA;2023-05-19;16:00;2023-05-19;16:54;1;A13;LD;Flight Landed;LH;1279;32M;2023-05-19;14:59;;B13;DP;Flight Departed;LD;Flight Landed
EN8819;FRA;2023-05-19;16:05;2023-05-19;16:54;1;BSO;LD;Flight Landed;EN;8819;E90;2023-05-19;15:36;;008;DP;Flight Departed;LD;Flight Landed
LH327;FRA;2023-05-19;16:05;;;1;A58;NO;No Status;LH;327;32A;;;;;NO;No Status;CD;Flight Cancelled
LH1077;FRA;2023-05-19;16:05;2023-05-19;15:53;1;Area A;LD;Flight Landed;LH;1077;32A;2023-05-19;14:42;1;F05;DP;Flight Departed;LD;Flight Landed
CL1373;FRA;2023-05-19;16:05;2023-05-19;16:11;1;BSO;LD;Flight Landed;CL;1373;CR9;2023-05-19;14:59;;003;DP;Flight Departed;LD;Flight Landed
CL1377;FRA;2023-05-19;16:05;2023-05-19;16:30;1;Area A;LD;Flight Landed;CL;1377;CR9;2023-05-19;14:45;;019;DP;Flight Departed;LD;Flight Landed
2A3449;FRA;2023-05-19;16:06;2023-05-19;16:13;TN;T04;LD;Flight Landed;2A;3449;TRN;2023-05-19;15:40;;T03;DP;Flight Departed;LD;Flight Landed
LH1141;FRA;2023-05-19;16:10;2023-05-19;16:12;1;A60;LD;Flight Landed;LH;1141;32M;2023-05-19;13:14;;B11;DP;Flight Departed;LD;Flight Landed
LH1263;FRA;2023-05-19;16:10;2023-05-19;16:10;1;A18;LD;Flight Landed;LH;1263;319;2023-05-19;14:51;;003;DP;Flight Departed;LD;Flight Landed
LH1299;FRA;2023-05-19;16:10;2023-05-19;16:39;1;Z54A;LD;Flight Landed;LH;1299;321;2023-05-19;14:58;;B12A;DP;Flight Departed;LD;Flight Landed
EN8855;FRA;2023-05-19;16:15;;;1;ASO;NO;No Status;EN;8855;E95;;;;006;NO;No Status;CD;Flight Cancelled
LH285;FRA;2023-05-19;16:15;;;1;A21;NO;No Status;LH;285;320;;;;;NO;No Status;CD;Flight Cancelled
CL1391;FRA;2023-05-19;16:15;2023-05-19;16:29;1;BSO;LD;Flight Landed;CL;1391;CR9;2023-05-19;14:49;;001;DP;Flight Departed;LD;Flight Landed
EN8761;FRA;2023-05-19;16:20;2023-05-19;16:39;1;BSO;LD;Flight Landed;EN;8761;E95;2023-05-19;15:00;;014;DP;Flight Departed;LD;Flight Landed
LH829;FRA;2023-05-19;16:20;2023-05-19;16:29;1;A30;LD;Flight Landed;LH;829;320;2023-05-19;14:50;2;A14;DP;Flight Departed;LD;Flight Landed
LH1415;FRA;2023-05-19;16:20;2023-05-19;17:15;1;Area A;LD;Flight Landed;LH;1415;321;2023-05-19;15:48;;25A;DP;Flight Departed;LD;Flight Landed
2A3481;FRA;2023-05-19;16:20;2023-05-19;16:24;TN;;LD;Flight Landed;2A;3481;TRN;2023-05-19;14:58;;T06;DP;Flight Departed;LD;Flight Landed
LH215;FRA;2023-05-19;16:25;2023-05-19;16:28;1;A62;LD;Flight Landed;LH;215;319;2023-05-19;15:23;;006;DP;Flight Departed;LD;Flight Landed
CL1067;FRA;2023-05-19;16:30;2023-05-19;16:37;1;Area A;LD;Flight Landed;CL;1067;CR9;2023-05-19;15:00;;00B;DP;Flight Departed;LD;Flight Landed
LH1097;FRA;2023-05-19;16:30;2023-05-19;16:38;1;A14;LD;Flight Landed;LH;1097;32N;2023-05-19;14:45;;050;DP;Flight Departed;LD;Flight Landed
OS213;FRA;2023-05-19;16:30;2023-05-19;16:20;1;A40;LD;Flight Landed;OS;213;320;2023-05-19;15:00;3;F16;DP;Flight Departed;LD;Flight Landed
2A3519;FRA;2023-05-19;16:33;2023-05-19;16:33;TN;;LD;Flight Landed;2A;3519;TRN;2023-05-19;15:23;;T16;DP;Flight Departed;LD;Flight Landed
LH281;FRA;2023-05-19;16:35;;;1;A60;NO;No Status;LH;281;319;;;;;NO;No Status;CD;Flight Cancelled
2A3567;FRA;2023-05-19;16:35;2023-05-19;16:37;TN;;LD;Flight Landed;2A;3567;TRN;2023-05-19;15:25;;T09;DP;Flight Departed;LD;Flight Landed
LH817;FRA;2023-05-19;16:40;2023-05-19;16:43;1;A26;LD;Flight Landed;LH;817;319;2023-05-19;14:57;;;DP;Flight Departed;LD;Flight Landed
LH235;FRA;2023-05-19;16:50;;;1;A14;NO;No Status;LH;235;321;;;1;A00;NO;No Status;CD;Flight Cancelled
2A3621;FRA;2023-05-19;16:50;2023-05-19;16:50;TN;;LD;Flight Landed;2A;3621;TRN;2023-05-19;15:59;;T06;DP;Flight Departed;LD;Flight Landed
2A3657;FRA;2023-05-19;16:50;2023-05-19;16:50;TN;;LD;Flight Landed;2A;3657;TRN;2023-05-19;14:04;;T09;DP;Flight Departed;LD;Flight Landed
X86612;FRA;2023-05-19;17:05;2023-05-19;17:33;1;C13A;LD;Flight Landed;X8;6612;320;2023-05-19;15:08;;;DP;Flight Departed;LD;Flight Landed
2A3419;FRA;2023-05-19;17:06;2023-05-19;17:08;TN;T04;LD;Flight Landed;2A;3419;TRN;2023-05-19;15:51;;T10;DP;Flight Departed;LD;Flight Landed
LH1425;FRA;2023-05-19;17:10;2023-05-19;17:16;1;C04A;LD;Flight Landed;LH;1425;32A;2023-05-19;14:58;;;DP;Flight Departed;LD;Flight Landed
2A3529;FRA;2023-05-19;17:17;2023-05-19;17:18;TN;;LD;Flight Landed;2A;3529;TRN;2023-05-19;16:06;;T16;DP;Flight Departed;LD;Flight Landed
2A3725;FRA;2023-05-19;17:18;2023-05-19;17:27;TN;;LD;Flight Landed;2A;3725;TRN;2023-05-19;14:53;;T02;DP;Flight Departed;LD;Flight Landed
4Y153;FRA;2023-05-19;17:20;2023-05-19;17:31;1;C15A;LD;Flight Landed;4Y;153;333;2023-05-19;07:38;;;DP;Flight Departed;LD;Flight Landed
LH721;FRA;2023-05-19;17:20;2023-05-19;17:12;1;B26A;LD;Flight Landed;LH;721;343;2023-05-19;10:21;3;E26;DP;Flight Departed;LD;Flight Landed
2A3483;FRA;2023-05-19;17:20;2023-05-19;18:04;TN;;LD;Flight Landed;2A;3483;TRN;2023-05-19;16:37;;T06;DP;Flight Departed;LD;Flight Landed
2A3539;FRA;2023-05-19;17:25;2023-05-19;18:37;TN;T04;LD;Flight Landed;2A;3539;TRN;2023-05-19;17:36;;T04;DP;Flight Departed;LD;Flight Landed
2A3521;FRA;2023-05-19;17:33;2023-05-19;17:35;TN;;LD;Flight Landed;2A;3521;TRN;2023-05-19;16:23;;T15;DP;Flight Departed;LD;Flight Landed
LH1541;FRA;2023-05-19;17:35;2023-05-19;17:09;1;Z52A;LD;Flight Landed;LH;1541;319;2023-05-19;14:56;;203;DP;Flight Departed;LD;Flight Landed
2A3623;FRA;2023-05-19;17:50;2023-05-19;18:00;TN;;LD;Flight Landed;2A;3623;TRN;2023-05-19;17:08;;T06;DP;Flight Departed;LD;Flight Landed
2A3659;FRA;2023-05-19;17:50;2023-05-19;18:00;TN;;LD;Flight Landed;2A;3659;TRN;2023-05-19;15:03;;T09;DP;Flight Departed;LD;Flight Landed
2A3421;FRA;2023-05-19;17:51;2023-05-19;17:54;TN;;LD;Flight Landed;2A;3421;TRN;2023-05-19;16:38;;T10;DP;Flight Departed;LD;Flight Landed
LH195;FRA;2023-05-19;17:55;2023-05-19;17:54;1;A22;LD;Flight Landed;LH;195;320;2023-05-19;16:41;1;B19;DP;Flight Departed;LD;Flight Landed
LH115;FRA;2023-05-19;18:00;2023-05-19;18:11;1;A19;LD;Flight Landed;LH;115;78S;2023-05-19;17:18;2;G28;DP;Flight Departed;LD;Flight Landed
LH909;FRA;2023-05-19;18:05;2023-05-19;18:09;1;Z13;LD;Flight Landed;LH;909;32N;2023-05-19;15:47;2;A18;DP;Flight Departed;LD;Flight Landed
2A3453;FRA;2023-05-19;18:06;2023-05-19;18:10;TN;;LD;Flight Landed;2A;3453;TRN;2023-05-19;17:39;;T03;DP;Flight Departed;LD;Flight Landed
LH027;FRA;2023-05-19;18:10;2023-05-19;18:13;1;A16;LD;Flight Landed;LH;27;32M;2023-05-19;16:56;2;A17;DP;Flight Departed;LD;Flight Landed
2A3485;FRA;2023-05-19;18:20;2023-05-19;18:27;TN;T04;LD;Flight Landed;2A;3485;TRN;2023-05-19;16:55;;T06;DP;Flight Departed;LD;Flight Landed
LH1159;FRA;2023-05-19;18:25;2023-05-19;18:18;1;A50;LD;Flight Landed;LH;1159;32Q;2023-05-19;16:14;;D80;DP;Flight Departed;LD;Flight Landed
LH713;FRA;2023-05-19;18:30;2023-05-19;18:40;1;B26A;LD;Flight Landed;LH;713;744;2023-05-19;12:25;1;040;DP;Flight Departed;LD;Flight Landed
LH863;FRA;2023-05-19;18:30;2023-05-19;18:18;1;A36;LD;Flight Landed;LH;863;32A;2023-05-19;16:20;;D11;DP;Flight Departed;LD;Flight Landed
2A3523;FRA;2023-05-19;18:33;2023-05-19;18:33;TN;;LD;Flight Landed;2A;3523;TRN;2023-05-19;17:18;;T15;DP;Flight Departed;LD;Flight Landed
2A3423;FRA;2023-05-19;18:35;2023-05-19;18:36;TN;;LD;Flight Landed;2A;3423;TRN;2023-05-19;17:25;;T09;DP;Flight Departed;LD;Flight Landed
OS215;FRA;2023-05-19;18:40;2023-05-19;18:28;1;A30;LD;Flight Landed;OS;215;320;2023-05-19;17:12;3;F07;DP;Flight Departed;LD;Flight Landed
2A3625;FRA;2023-05-19;18:50;2023-05-19;18:50;TN;T04;LD;Flight Landed;2A;3625;TRN;2023-05-19;17:59;;T06;DP;Flight Departed;LD;Flight Landed
2A3661;FRA;2023-05-19;18:50;2023-05-19;18:50;TN;T16;LD;Flight Landed;2A;3661;TRN;2023-05-19;16:06;;T09;DP;Flight Departed;LD;Flight Landed
CL069;FRA;2023-05-19;18:55;2023-05-19;18:47;1;Area A;LD;Flight Landed;CL;69;CR9;2023-05-19;18:06;;C14;DP;Flight Departed;LD;Flight Landed
LH117;FRA;2023-05-19;18:55;2023-05-19;19:09;1;A58;LD;Flight Landed;LH;117;320;2023-05-19;17:59;2;G14;DP;Flight Departed;LD;Flight Landed
LH197;FRA;2023-05-19;18:55;2023-05-19;18:53;1;A17;LD;Flight Landed;LH;197;319;2023-05-19;17:44;1;A02;DP;Flight Departed;LD;Flight Landed
LH807;FRA;2023-05-19;18:55;2023-05-19;18:58;1;A20;LD;Flight Landed;LH;807;32N;2023-05-19;16:49;5;;DP;Flight Departed;LD;Flight Landed
LH1481;FRA;2023-05-19;18:55;2023-05-19;19:04;1;Area A;LD;Flight Landed;LH;1481;32A;2023-05-19;17:16;2;A01;DP;Flight Departed;LD;Flight Landed
LH717;FRA;2023-05-19;19:05;2023-05-19;19:35;1;B28A;LD;Flight Landed;LH;717;74H;2023-05-19;12:13;3;107B;DP;Flight Departed;LD;Flight Landed
LH911;FRA;2023-05-19;19:05;2023-05-19;19:12;1;B44;LD;Flight Landed;LH;911;32N;2023-05-19;16:36;2;A19;DP;Flight Departed;LD;Flight Landed
LH1017;FRA;2023-05-19;19:05;2023-05-19;19:07;1;Area A;LD;Flight Landed;LH;1017;32A;2023-05-19;18:11;;;DP;Flight Departed;LD;Flight Landed
LH1197;FRA;2023-05-19;19:05;2023-05-19;19:19;1;A54;LD;Flight Landed;LH;1197;319;2023-05-19;18:17;;;DP;Flight Departed;LD;Flight Landed
2A3425;FRA;2023-05-19;19:06;2023-05-19;19:08;TN;T04;LD;Flight Landed;2A;3425;TRN;2023-05-19;17:57;;T10;DP;Flight Departed;LD;Flight Landed
LH1223;FRA;2023-05-19;19:10;2023-05-19;19:11;1;Area A;LD;Flight Landed;LH;1223;320;2023-05-19;18:02;1;;DP;Flight Departed;LD;Flight Landed
CL153;FRA;2023-05-19;19:15;2023-05-19;19:48;1;Area A;LD;Flight Landed;CL;153;CR9;2023-05-19;19:04;;A13;DP;Flight Departed;LD;Flight Landed
CL377;FRA;2023-05-19;19:15;2023-05-19;20:08;1;Area A;LD;Flight Landed;CL;377;CR9;2023-05-19;19:27;;A02;DP;Flight Departed;LD;Flight Landed
LH1135;FRA;2023-05-19;19:15;2023-05-19;19:21;1;A11;LD;Flight Landed;LH;1135;321;2023-05-19;17:13;1;B36;DP;Flight Departed;LD;Flight Landed
CL1473;FRA;2023-05-19;19:15;2023-05-19;19:09;1;Area A;LD;Flight Landed;CL;1473;E90;2023-05-19;18:01;;B01;DP;Flight Departed;LD;Flight Landed
2A3541;FRA;2023-05-19;19:17;2023-05-19;19:15;TN;;LD;Flight Landed;2A;3541;TRN;2023-05-19;18:20;;T04;DP;Flight Departed;LD;Flight Landed
2A3727;FRA;2023-05-19;19:18;;;TN;T04;NO;No Status;2A;3727;TRN;;;;T01;NO;No Status;CD;Flight Cancelled
2A3487;FRA;2023-05-19;19:20;2023-05-19;19:23;TN;;LD;Flight Landed;2A;3487;TRN;2023-05-19;17:55;;T06;DP;Flight Departed;LD;Flight Landed
LH137;FRA;2023-05-19;19:25;2023-05-19;19:16;1;A28;LD;Flight Landed;LH;137;319;2023-05-19;18:29;2;140;DP;Flight Departed;LD;Flight Landed
LH275;FRA;2023-05-19;19:25;2023-05-19;20:20;1;A19;LD;Flight Landed;LH;275;32Q;2023-05-19;19:08;;A17;DP;Flight Departed;LD;Flight Landed
CL397;FRA;2023-05-19;19:25;2023-05-19;19:27;1;Area A;LD;Flight Landed;CL;397;CR9;2023-05-19;18:36;;;DP;Flight Departed;LD;Flight Landed
CL997;FRA;2023-05-19;19:25;2023-05-19;20:18;1;Area A;LD;Flight Landed;CL;997;E90;2023-05-19;19:12;;B35;DP;Flight Departed;LD;Flight Landed
LH1163;FRA;2023-05-19;19:25;2023-05-19;19:36;1;A60;LD;Flight Landed;LH;1163;32M;2023-05-19;15:23;;216;DP;Flight Departed;LD;Flight Landed
LH359;FRA;2023-05-19;19:30;2023-05-19;19:24;1;Area A;LD;Flight Landed;LH;359;320;2023-05-19;18:28;;A01;DP;Flight Departed;LD;Flight Landed
LH1041;FRA;2023-05-19;19:30;2023-05-19;19:33;1;A24;LD;Flight Landed;LH;1041;32N;2023-05-19;18:26;1;065;DP;Flight Departed;LD;Flight Landed
YY3761;FRA;2023-05-19;19:30;;;1;T06;NO;No Status;YY;3761;BUS;;;;BUS;NO;No Status;;No Status
2A3525;FRA;2023-05-19;19:33;2023-05-19;19:32;TN;T04;LD;Flight Landed;2A;3525;TRN;2023-05-19;18:22;;T16;DP;Flight Departed;LD;Flight Landed
LH059;FRA;2023-05-19;19:35;2023-05-19;19:46;1;A56;LD;Flight Landed;LH;59;321;2023-05-19;18:51;;A05;DP;Flight Departed;LD;Flight Landed
LH1107;FRA;2023-05-19;19:35;2023-05-19;19:40;1;Area A;LD;Flight Landed;LH;1107;319;2023-05-19;18:43;;010;DP;Flight Departed;LD;Flight Landed
LH1553;FRA;2023-05-19;19:35;2023-05-19;19:00;1;A14;LD;Flight Landed;LH;1553;319;2023-05-19;16:54;;005;DP;Flight Departed;LD;Flight Landed
LH087;FRA;2023-05-19;19:45;2023-05-19;19:48;1;Area A;LD;Flight Landed;LH;87;319;2023-05-19;18:59;;A39;DP;Flight Departed;LD;Flight Landed
LH289;FRA;2023-05-19;19:45;2023-05-19;19:58;1;A34;LD;Flight Landed;LH;289;320;2023-05-19;18:39;;002;DP;Flight Departed;LD;Flight Landed
LH307;FRA;2023-05-19;19:45;2023-05-19;19:45;1;A01;LD;Flight Landed;LH;307;32N;2023-05-19;17:20;;012;DP;Flight Departed;LD;Flight Landed
