FlightId;DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;AirlineID;FlightNumber;AircraftCode;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;StatusCode;StatusDescription
EW7887;FCO;2023-05-19;15:40;2023-05-19;17:40;1;A09;DP;Flight Departed;EW;7887;32A;2023-05-19;19:43;1;;LD;Flight Landed;LD;Flight Landed
LH1869;FCO;2023-05-19;15:50;;;1;A00;NO;No Status;LH;1869;32M;;;2;;NO;No Status;CD;Flight Cancelled
SN3182;FCO;2023-05-19;17:45;2023-05-19;18:09;1;;DP;Flight Departed;SN;3182;320;2023-05-19;20:18;;;LD;Flight Landed;LD;Flight Landed
LH237;FCO;2023-05-19;18:30;2023-05-19;18:56;1;A61;DP;Flight Departed;LH;237;32N;2023-05-19;20:39;1;Area A;LD;Flight Landed;LD;Flight Landed
LH1871;FCO;2023-05-19;19:00;2023-05-19;19:30;1;A66;DP;Flight Departed;LH;1871;32M;2023-05-19;20:46;2;G46;LD;Flight Landed;LD;Flight Landed
EW9887;FCO;2023-05-19;19:25;2023-05-19;19:35;1;A05;DP;Flight Departed;EW;9887;31D;2023-05-19;21:33;;B91;LD;Flight Landed;LD;Flight Landed
LH239;FCO;2023-05-19;19:25;2023-05-19;19:34;1;A63;DP;Flight Departed;LH;239;32Q;2023-05-19;21:32;1;A54;LD;Flight Landed;LD;Flight Landed
LX1733;FCO;2023-05-19;20:15;2023-05-19;21:01;1;A65;DP;Flight Departed;LX;1733;320;2023-05-19;22:28;;;LD;Flight Landed;LD;Flight Landed
SN3184;FCO;2023-05-19;21:00;2023-05-19;22:34;1;;DP;Flight Departed;SN;3184;320;2023-05-20;00:26;;;LD;Flight Landed;LD;Flight Landed
OS506;FCO;2023-05-19;21:30;2023-05-19;21:33;1;A62;DP;Flight Departed;OS;506;320;2023-05-19;23:05;3;F22A;LD;Flight Landed;LD;Flight Landed
LH983;DUB;2023-05-19;05:55;2023-05-19;06:11;1;303;DP;Flight Departed;LH;983;32N;2023-05-19;08:58;1;B44;LD;Flight Landed;LD;Flight Landed
LX407;DUB;2023-05-19;08:00;2023-05-19;08:04;1;303;DP;Flight Departed;LX;407;221;2023-05-19;11:30;;;LD;Flight Landed;LD;Flight Landed
LH977;DUB;2023-05-19;09:10;2023-05-19;10:11;1;302;DP;Flight Departed;LH;977;32N;2023-05-19;13:07;1;Z16;LD;Flight Landed;LD;Flight Landed
4Y2517;DUB;2023-05-19;10:40;2023-05-19;10:39;1;302;DP;Flight Departed;4Y;2517;32A;2023-05-19;14:00;2;H46;LD;Flight Landed;LD;Flight Landed
LX401;DUB;2023-05-19;12:40;2023-05-19;13:00;1;105;DP;Flight Departed;LX;401;223;2023-05-19;16:11;;;LD;Flight Landed;LD;Flight Landed
EW9395;DUB;2023-05-19;12:45;2023-05-19;12:36;1;;DP;Flight Departed;EW;9395;31D;2023-05-19;15:15;;A79;LD;Flight Landed;LD;Flight Landed
LH981;DUB;2023-05-19;17:30;2023-05-19;17:59;1;302;DP;Flight Departed;LH;981;321;2023-05-19;20:55;1;B46;LD;Flight Landed;LD;Flight Landed
4Y2519;DUB;2023-05-19;17:45;2023-05-19;18:14;1;306;DP;Flight Departed;4Y;2519;32A;2023-05-19;21:35;2;H10;LD;Flight Landed;LD;Flight Landed
2L405;DUB;2023-05-19;19:00;2023-05-19;19:06;1;302;DP;Flight Departed;2L;405;295;2023-05-19;22:14;;;LD;Flight Landed;LD;Flight Landed
LX411;DUB;2023-05-19;20:05;2023-05-19;20:03;1;305;DP;Flight Departed;LX;411;223;2023-05-19;23:32;1;;LD;Flight Landed;LD;Flight Landed
