FlightId;DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;AirlineID;FlightNumber;AircraftCode;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;StatusCode;StatusDescription
LH1817;BCN;2023-05-19;18:30;2023-05-19;18:40;1;B32;DP;Flight Departed;LH;1817;321;2023-05-19;20:34;2;G30;LD;Flight Landed;LD;Flight Landed
LH1133;BCN;2023-05-19;18:50;2023-05-19;19:20;1;B28;DP;Flight Departed;LH;1133;32M;2023-05-19;21:21;1;A28;LD;Flight Landed;LD;Flight Landed
E64215;BCN;2023-05-19;19:15;2023-05-19;19:09;2;;DP;Flight Departed;E6;4215;320;2023-05-19;21:30;2;;LD;Flight Landed;LD;Flight Landed
EW9443;BCN;2023-05-19;19:45;2023-05-19;19:43;2;;DP;Flight Departed;EW;9443;31D;2023-05-19;21:58;;B91;LD;Flight Landed;LD;Flight Landed
LX1957;BCN;2023-05-19;20:05;2023-05-19;20:28;1;;DP;Flight Departed;LX;1957;321;2023-05-19;22:07;;;LD;Flight Landed;LD;Flight Landed
EW2521;BCN;2023-05-19;20:25;2023-05-19;20:23;2;;DP;Flight Departed;EW;2521;320;2023-05-19;22:18;1;;LD;Flight Landed;LD;Flight Landed
OS394;BCN;2023-05-19;20:35;2023-05-19;20:35;1;;DP;Flight Departed;OS;394;320;2023-05-19;22:55;3;F16A;LD;Flight Landed;LD;Flight Landed
EW527;BCN;2023-05-19;20:45;2023-05-19;21:01;2;;DP;Flight Departed;EW;527;32Z;2023-05-19;23:18;1;C30;LD;Flight Landed;LD;Flight Landed
SN3706;BCN;2023-05-19;21:20;2023-05-19;21:18;1;;DP;Flight Departed;SN;3706;319;2023-05-19;23:19;;;LD;Flight Landed;LD;Flight Landed
CL2412;MUC;2023-05-19;06:05;2023-05-19;05:58;2;G81;DP;Flight Departed;CL;2412;CR9;2023-05-19;08:08;5;;LD;Flight Landed;LD;Flight Landed
LH2000;MUC;2023-05-19;06:30;2023-05-19;06:30;2;G19;DP;Flight Departed;LH;2000;32A;2023-05-19;07:36;;A63;LD;Flight Landed;LD;Flight Landed
CL2216;MUC;2023-05-19;06:30;2023-05-19;06:31;2;K15;DP;Flight Departed;CL;2216;319;2023-05-19;08:20;;;LD;Flight Landed;LD;Flight Landed
CL2438;MUC;2023-05-19;06:35;2023-05-19;06:31;2;K03;DP;Flight Departed;CL;2438;31K;2023-05-19;07:56;2;;LD;Flight Landed;LD;Flight Landed
CL2300;MUC;2023-05-19;06:40;2023-05-19;06:56;2;G17;DP;Flight Departed;CL;2300;CR9;2023-05-19;08:16;;;LD;Flight Landed;LD;Flight Landed
LH1674;MUC;2023-05-19;06:45;2023-05-19;06:45;2;K07;DP;Flight Departed;LH;1674;32A;2023-05-19;07:56;2A;;LD;Flight Landed;LD;Flight Landed
CL1972;MUC;2023-05-19;06:45;2023-05-19;07:03;2;G23;DP;Flight Departed;CL;1972;CR9;2023-05-19;07:55;1;C11;LD;Flight Landed;LD;Flight Landed
LH2050;MUC;2023-05-19;06:45;2023-05-19;06:45;2;G38;DP;Flight Departed;LH;2050;32Q;2023-05-19;07:56;2;;LD;Flight Landed;LD;Flight Landed
WX2270;MUC;2023-05-19;06:50;2023-05-19;06:58;2;G82;DP;Flight Departed;WX;2270;CR9;2023-05-19;08:26;1;;LD;Flight Landed;LD;Flight Landed
LH2282;MUC;2023-05-19;06:50;2023-05-19;06:46;2;G24;DP;Flight Departed;LH;2282;32V;2023-05-19;08:01;;;LD;Flight Landed;LD;Flight Landed
LH2090;MUC;2023-05-19;06:55;2023-05-19;06:56;2;G26;DP;Flight Departed;LH;2090;32A;2023-05-19;08:05;;A04;LD;Flight Landed;LD;Flight Landed
LH093;MUC;2023-05-19;07:00;2023-05-19;07:10;2;G16;DP;Flight Departed;LH;93;321;2023-05-19;08:13;1;A17;LD;Flight Landed;LD;Flight Landed
CL1610;MUC;2023-05-19;07:00;2023-05-19;07:03;2;G81;DP;Flight Departed;CL;1610;CR9;2023-05-19;08:37;;;LD;Flight Landed;LD;Flight Landed
LH1928;MUC;2023-05-19;07:00;2023-05-19;07:01;2;K24;DP;Flight Departed;LH;1928;32A;2023-05-19;08:05;1;B20;LD;Flight Landed;LD;Flight Landed
LH2470;MUC;2023-05-19;07:15;2023-05-19;07:10;2;H26;DP;Flight Departed;LH;2470;32N;2023-05-19;08:15;2;;LD;Flight Landed;LD;Flight Landed
EN8268;MUC;2023-05-19;07:20;;;2;G48;NO;No Status;EN;8268;E95;;;;;NO;No Status;CD;Flight Cancelled
CL2212;MUC;2023-05-19;07:20;2023-05-19;07:18;2;G63;DP;Flight Departed;CL;2212;CR9;2023-05-19;08:55;1;;LD;Flight Landed;LD;Flight Landed
LH2004;MUC;2023-05-19;07:30;2023-05-19;07:25;2;G19;DP;Flight Departed;LH;2004;32A;2023-05-19;08:35;;A49;LD;Flight Landed;LD;Flight Landed
LH2188;MUC;2023-05-19;07:30;2023-05-19;07:53;2;K16;DP;Flight Departed;LH;2188;319;2023-05-19;09:00;;;LD;Flight Landed;LD;Flight Landed
CL2324;MUC;2023-05-19;07:30;2023-05-19;07:32;2;G15;DP;Flight Departed;CL;2324;CR9;2023-05-19;08:31;3;ARS;LD;Flight Landed;LD;Flight Landed
CL2246;MUC;2023-05-19;07:35;2023-05-19;07:33;2;G11;DP;Flight Departed;CL;2246;CR9;2023-05-19;08:52;1;;LD;Flight Landed;LD;Flight Landed
CL2134;MUC;2023-05-19;07:40;2023-05-19;07:34;2;G81;DP;Flight Departed;CL;2134;CR9;2023-05-19;08:42;;;LD;Flight Landed;LD;Flight Landed
CL2382;MUC;2023-05-19;07:40;2023-05-19;07:43;2;K18;DP;Flight Departed;CL;2382;31K;2023-05-19;08:56;1;;LD;Flight Landed;LD;Flight Landed
LH2080;MUC;2023-05-19;07:45;2023-05-19;07:44;2;G20;DP;Flight Departed;LH;2080;32A;2023-05-19;08:55;2;;LD;Flight Landed;LD;Flight Landed
EN2366;MUC;2023-05-19;07:45;2023-05-19;07:56;2;G64;DP;Flight Departed;EN;2366;E95;2023-05-19;08:48;;;LD;Flight Landed;LD;Flight Landed
EN8192;MUC;2023-05-19;08:00;;;2;K18;NO;No Status;EN;8192;E95;;;;;NO;No Status;CD;Flight Cancelled
LH1930;MUC;2023-05-19;08:00;2023-05-19;07:56;2;G28;DP;Flight Departed;LH;1930;319;2023-05-19;08:56;1;S01;LD;Flight Landed;LD;Flight Landed
EN8200;MUC;2023-05-19;08:15;;;2;G65;NO;No Status;EN;8200;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8238;MUC;2023-05-19;08:15;;;2;K16;NO;No Status;EN;8238;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8250;MUC;2023-05-19;08:15;;;2;G63;NO;No Status;EN;8250;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8284;MUC;2023-05-19;08:15;2023-05-19;08:20;2;G31;DP;Flight Departed;EN;8284;E95;2023-05-19;09:15;;;OT;Flight On Time;OT;Flight On Time
CL2144;MUC;2023-05-19;08:15;2023-05-19;08:11;2;G82;DP;Flight Departed;CL;2144;CR9;2023-05-19;08:55;1;;LD;Flight Landed;LD;Flight Landed
OS112;MUC;2023-05-19;08:15;2023-05-19;08:22;2;K24;DP;Flight Departed;OS;112;E95;2023-05-19;09:18;3;ARS;LD;Flight Landed;LD;Flight Landed
CL2340;MUC;2023-05-19;08:20;2023-05-19;08:27;2;G41;DP;Flight Departed;CL;2340;32N;2023-05-19;09:22;;;LD;Flight Landed;LD;Flight Landed
CL2122;MUC;2023-05-19;08:25;2023-05-19;08:25;2;G33;DP;Flight Departed;CL;2122;CR9;2023-05-19;09:10;;;LD;Flight Landed;LD;Flight Landed
4Y2516;MUC;2023-05-19;08:25;2023-05-19;08:24;2;H34;DP;Flight Departed;4Y;2516;32A;2023-05-19;09:41;1;;LD;Flight Landed;LD;Flight Landed
X97171;MUC;2023-05-19;08:30;2023-05-19;09:09;1;D06;DP;Flight Departed;X9;7171;320;2023-05-19;10:32;1;;LD;Flight Landed;LD;Flight Landed
LH1782;MUC;2023-05-19;08:30;2023-05-19;08:36;2;K27;DP;Flight Departed;LH;1782;32V;2023-05-19;10:23;;;LD;Flight Landed;LD;Flight Landed
LH1800;MUC;2023-05-19;08:30;2023-05-19;08:44;2;G48;DP;Flight Departed;LH;1800;32V;2023-05-19;11:11;2;;LD;Flight Landed;LD;Flight Landed
CL2006;MUC;2023-05-19;08:30;2023-05-19;08:30;2;G81;DP;Flight Departed;CL;2006;CR9;2023-05-19;09:37;;B91;LD;Flight Landed;LD;Flight Landed
CL2316;MUC;2023-05-19;08:30;2023-05-19;08:35;2;G70;DP;Flight Departed;CL;2316;CR9;2023-05-19;09:37;;;LD;Flight Landed;LD;Flight Landed
YY3802;MUC;2023-05-19;08:30;;;2;;NO;No Status;YY;3802;BUS;;;;;NO;No Status;;No Status
4Y1774;MUC;2023-05-19;08:35;2023-05-19;08:45;2;K14;DP;Flight Departed;4Y;1774;32A;2023-05-19;11:48;;;LD;Flight Landed;LD;Flight Landed
CL1824;MUC;2023-05-19;08:35;2023-05-19;08:32;2;K04;DP;Flight Departed;CL;1824;319;2023-05-19;10:35;;;LD;Flight Landed;LD;Flight Landed
LH1866;MUC;2023-05-19;08:35;;;2;K25;NO;No Status;LH;1866;32M;;;1;;NO;No Status;CD;Flight Cancelled
LH2460;MUC;2023-05-19;08:35;2023-05-19;08:34;2;G30;DP;Flight Departed;LH;2460;32M;2023-05-19;11:58;;;LD;Flight Landed;LD;Flight Landed
LH1750;MUC;2023-05-19;08:40;2023-05-19;08:40;2;K01;DP;Flight Departed;LH;1750;32M;2023-05-19;12:07;;;LD;Flight Landed;LD;Flight Landed
LH2452;MUC;2023-05-19;08:40;2023-05-19;08:35;2;K12;DP;Flight Departed;LH;2452;32A;2023-05-19;10:39;;;LD;Flight Landed;LD;Flight Landed
LH2054;MUC;2023-05-19;08:45;2023-05-19;08:48;2;K06;DP;Flight Departed;LH;2054;32N;2023-05-19;09:59;2;;LD;Flight Landed;LD;Flight Landed
WX2404;MUC;2023-05-19;08:50;2023-05-19;08:50;2;G35;DP;Flight Departed;WX;2404;CRK;2023-05-19;12:03;;;LD;Flight Landed;LD;Flight Landed
LH2414;MUC;2023-05-19;08:55;2023-05-19;09:01;2;G10;DP;Flight Departed;LH;2414;32N;2023-05-19;11:03;5;;LD;Flight Landed;LD;Flight Landed
LH2472;MUC;2023-05-19;08:55;2023-05-19;08:53;2;L09;DP;Flight Departed;LH;2472;32N;2023-05-19;09:43;2;;LD;Flight Landed;LD;Flight Landed
CL2500;MUC;2023-05-19;08:55;2023-05-19;08:54;2;L08;DP;Flight Departed;CL;2500;32N;2023-05-19;09:53;1;;LD;Flight Landed;LD;Flight Landed
SN2642;MUC;2023-05-19;08:55;2023-05-19;08:55;2;G20;DP;Flight Departed;SN;2642;319;2023-05-19;10:16;;;LD;Flight Landed;LD;Flight Landed
LH099;MUC;2023-05-19;09:00;2023-05-19;09:06;2;G28;DP;Flight Departed;LH;99;321;2023-05-19;10:15;1;Area A;LD;Flight Landed;LD;Flight Landed
LH1650;MUC;2023-05-19;09:00;2023-05-19;09:04;2;H40;DP;Flight Departed;LH;1650;32V;2023-05-19;12:02;;;LD;Flight Landed;LD;Flight Landed
LH1810;MUC;2023-05-19;09:00;2023-05-19;09:05;2;G46;DP;Flight Departed;LH;1810;32Q;2023-05-19;11:03;1;;LD;Flight Landed;LD;Flight Landed
4Y1846;MUC;2023-05-19;09:00;2023-05-19;09:27;2;K05;DP;Flight Departed;4Y;1846;32A;2023-05-19;11:48;;;LD;Flight Landed;LD;Flight Landed
LH1906;MUC;2023-05-19;09:00;2023-05-19;09:13;2;K25;DP;Flight Departed;LH;1906;32Q;2023-05-19;11:18;;;LD;Flight Landed;LD;Flight Landed
LH1934;MUC;2023-05-19;09:00;2023-05-19;09:06;2;G26;DP;Flight Departed;LH;1934;319;2023-05-19;10:09;1;B03;LD;Flight Landed;LD;Flight Landed
CL2302;MUC;2023-05-19;09:00;2023-05-19;09:07;2;G82;DP;Flight Departed;CL;2302;CR9;2023-05-19;10:27;;;LD;Flight Landed;LD;Flight Landed
2L1101;MUC;2023-05-19;09:05;2023-05-19;09:07;2;K18;DP;Flight Departed;2L;1101;295;2023-05-19;10:04;;;LD;Flight Landed;LD;Flight Landed
LH1914;MUC;2023-05-19;09:10;2023-05-19;09:10;2;G08;DP;Flight Departed;LH;1914;32M;2023-05-19;11:07;;;LD;Flight Landed;LD;Flight Landed
LH1702;MUC;2023-05-19;09:20;2023-05-19;09:19;2;H24;DP;Flight Departed;LH;1702;32V;2023-05-19;12:06;2;;LD;Flight Landed;LD;Flight Landed
LH1712;MUC;2023-05-19;09:20;2023-05-19;09:46;2;L10;DP;Flight Departed;LH;1712;32V;2023-05-19;11:36;;;LD;Flight Landed;LD;Flight Landed
CL2508;MUC;2023-05-19;09:20;2023-05-19;09:17;2;L15;DP;Flight Departed;CL;2508;31K;2023-05-19;10:09;;;LD;Flight Landed;LD;Flight Landed
LH2428;MUC;2023-05-19;09:25;2023-05-19;09:21;2;K20;DP;Flight Departed;LH;2428;32V;2023-05-19;11:02;;;LD;Flight Landed;LD;Flight Landed
LH1822;MUC;2023-05-19;09:40;2023-05-19;09:41;2;G18;DP;Flight Departed;LH;1822;32V;2023-05-19;12:31;;;LD;Flight Landed;LD;Flight Landed
LH2228;MUC;2023-05-19;09:45;2023-05-19;09:42;2;G44;DP;Flight Departed;LH;2228;32A;2023-05-19;11:12;1;064;LD;Flight Landed;LD;Flight Landed
LH2056;MUC;2023-05-19;10:15;2023-05-19;10:13;2;G04;DP;Flight Departed;LH;2056;319;2023-05-19;11:20;2;;LD;Flight Landed;LD;Flight Landed
LH1768;MUC;2023-05-19;10:30;2023-05-19;10:46;2;H40;DP;Flight Departed;LH;1768;32Q;2023-05-19;15:10;;;LD;Flight Landed;LD;Flight Landed
LH2012;MUC;2023-05-19;10:30;2023-05-19;10:28;2;K22;DP;Flight Departed;LH;2012;32V;2023-05-19;11:36;;A39;LD;Flight Landed;LD;Flight Landed
LH2440;MUC;2023-05-19;10:30;2023-05-19;10:37;2;K20;DP;Flight Departed;LH;2440;32V;2023-05-19;11:56;2;;LD;Flight Landed;LD;Flight Landed
LH1832;MUC;2023-05-19;10:40;2023-05-19;10:43;2;K06;DP;Flight Departed;LH;1832;32M;2023-05-19;13:29;;;LD;Flight Landed;LD;Flight Landed
LH2248;MUC;2023-05-19;10:40;2023-05-19;10:58;2;K18;DP;Flight Departed;LH;2248;32A;2023-05-19;12:20;1;;LD;Flight Landed;LD;Flight Landed
EN8218;MUC;2023-05-19;10:45;2023-05-19;10:53;2;G64;DP;Flight Departed;EN;8218;E95;2023-05-19;12:35;;;LD;Flight Landed;LD;Flight Landed
EN8320;MUC;2023-05-19;10:45;2023-05-19;11:32;2;H41;DP;Flight Departed;EN;8320;E95;2023-05-19;14:12;;;LD;Flight Landed;LD;Flight Landed
LH1734;MUC;2023-05-19;10:50;2023-05-19;10:51;2;L05;DP;Flight Departed;LH;1734;32N;2023-05-19;12:18;2;;LD;Flight Landed;LD;Flight Landed
LH1812;MUC;2023-05-19;10:50;2023-05-19;11:05;2;K03;DP;Flight Departed;LH;1812;32M;2023-05-19;13:03;1;;LD;Flight Landed;LD;Flight Landed
LH1876;MUC;2023-05-19;10:50;;;2;K03;NO;No Status;LH;1876;32M;;;;;NO;No Status;CD;Flight Cancelled
CL1664;MUC;2023-05-19;10:55;2023-05-19;11:05;2;H39;DP;Flight Departed;CL;1664;CR9;2023-05-19;13:46;;;LD;Flight Landed;LD;Flight Landed
EN1854;MUC;2023-05-19;10:55;;;2;G38;NO;No Status;EN;1854;E95;;;1;;NO;No Status;CD;Flight Cancelled
WX1612;MUC;2023-05-19;11:00;2023-05-19;11:24;2;G17;DP;Flight Departed;WX;1612;CR9;2023-05-19;13:00;;;LD;Flight Landed;LD;Flight Landed
CL1656;MUC;2023-05-19;11:00;2023-05-19;11:04;2;H34;DP;Flight Departed;CL;1656;319;2023-05-19;13:35;;;LD;Flight Landed;LD;Flight Landed
LH1936;MUC;2023-05-19;11:00;2023-05-19;11:08;2;K12;DP;Flight Departed;LH;1936;32A;2023-05-19;12:09;1;B20;LD;Flight Landed;LD;Flight Landed
CL2166;MUC;2023-05-19;11:00;2023-05-19;11:21;2;G13;DP;Flight Departed;CL;2166;31K;2023-05-19;12:11;;;LD;Flight Landed;LD;Flight Landed
CL2434;MUC;2023-05-19;11:00;2023-05-19;11:06;2;G72;DP;Flight Departed;CL;2434;CR9;2023-05-19;12:27;;;LD;Flight Landed;LD;Flight Landed
CL1642;MUC;2023-05-19;11:05;2023-05-19;11:24;2;G27;DP;Flight Departed;CL;1642;CR9;2023-05-19;12:51;;;LD;Flight Landed;LD;Flight Landed
LH2218;MUC;2023-05-19;11:05;2023-05-19;11:07;2;G20;DP;Flight Departed;LH;2218;32N;2023-05-19;12:53;;;LD;Flight Landed;LD;Flight Landed
LH680;MUC;2023-05-19;11:10;2023-05-19;11:21;2;H46;DP;Flight Departed;LH;680;32Q;2023-05-19;16:07;3;;LD;Flight Landed;LD;Flight Landed
CL1604;MUC;2023-05-19;11:10;2023-05-19;11:11;2;G65;DP;Flight Departed;CL;1604;CR9;2023-05-19;12:30;;;LD;Flight Landed;LD;Flight Landed
CL1976;MUC;2023-05-19;11:10;2023-05-19;11:30;2;G04;DP;Flight Departed;CL;1976;31K;2023-05-19;12:35;1;C30;LD;Flight Landed;LD;Flight Landed
LH2096;MUC;2023-05-19;11:10;2023-05-19;11:23;2;K07;DP;Flight Departed;LH;2096;321;2023-05-19;12:25;;A04;LD;Flight Landed;LD;Flight Landed
LH1778;MUC;2023-05-19;11:15;2023-05-19;11:25;2;K09;DP;Flight Departed;LH;1778;32Q;2023-05-19;13:26;1;;LD;Flight Landed;LD;Flight Landed
LH2058;MUC;2023-05-19;11:15;2023-05-19;11:15;2;G10;DP;Flight Departed;LH;2058;32N;2023-05-19;12:17;2;;LD;Flight Landed;LD;Flight Landed
E61990;MUC;2023-05-19;11:20;2023-05-19;11:26;1;D11;DP;Flight Departed;E6;1990;320;2023-05-19;13:56;;;LD;Flight Landed;LD;Flight Landed
LH1622;MUC;2023-05-19;11:20;2023-05-19;11:18;2;K01;DP;Flight Departed;LH;1622;32V;2023-05-19;12:39;;;LD;Flight Landed;LD;Flight Landed
CL1630;MUC;2023-05-19;11:20;2023-05-19;11:25;2;G69;DP;Flight Departed;CL;1630;CR9;2023-05-19;12:26;;;LD;Flight Landed;LD;Flight Landed
CL1636;MUC;2023-05-19;11:20;2023-05-19;11:25;2;G05;DP;Flight Departed;CL;1636;CR9;2023-05-19;12:26;;;LD;Flight Landed;LD;Flight Landed
EN2262;MUC;2023-05-19;11:20;2023-05-19;11:35;2;G31;DP;Flight Departed;EN;2262;E95;2023-05-19;13:15;1A;;LD;Flight Landed;LD;Flight Landed
LH2272;MUC;2023-05-19;11:20;2023-05-19;11:20;2;K04;DP;Flight Departed;LH;2272;32A;2023-05-19;12:55;1;;LD;Flight Landed;LD;Flight Landed
LH1802;MUC;2023-05-19;11:25;2023-05-19;11:32;2;K08;DP;Flight Departed;LH;1802;32V;2023-05-19;14:21;2;;LD;Flight Landed;LD;Flight Landed
LH1676;MUC;2023-05-19;11:30;2023-05-19;11:36;2;G23;DP;Flight Departed;LH;1676;32A;2023-05-19;12:57;2A;;LD;Flight Landed;LD;Flight Landed
CL1696;MUC;2023-05-19;11:30;2023-05-19;11:37;2;G70;DP;Flight Departed;CL;1696;CR9;2023-05-19;12:25;;;LD;Flight Landed;LD;Flight Landed
CL2014;MUC;2023-05-19;11:30;2023-05-19;11:30;2;G30;DP;Flight Departed;CL;2014;319;2023-05-19;12:41;;A49;LD;Flight Landed;LD;Flight Landed
YY3804;MUC;2023-05-19;11:30;;;2;BUS13;NO;No Status;YY;3804;BUS;;;;;NO;No Status;;No Status
EN8294;MUC;2023-05-19;11:35;;;2;G71;NO;No Status;EN;8294;E95;;;;;NO;No Status;CD;Flight Cancelled
CL2328;MUC;2023-05-19;11:35;2023-05-19;11:33;2;K20;DP;Flight Departed;CL;2328;32N;2023-05-19;12:33;3;ARS;LD;Flight Landed;LD;Flight Landed
EN8240;MUC;2023-05-19;11:40;;;2;G72;NO;No Status;EN;8240;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8730;MUC;2023-05-19;11:40;2023-05-19;11:45;2;G40;DP;Flight Departed;EN;8730;E95;2023-05-19;12:37;;;LD;Flight Landed;LD;Flight Landed
CL1896;MUC;2023-05-19;11:40;2023-05-19;11:43;2;G43;DP;Flight Departed;CL;1896;CR9;2023-05-19;12:55;;;LD;Flight Landed;LD;Flight Landed
LH2368;MUC;2023-05-19;11:40;2023-05-19;11:52;2;G48;DP;Flight Departed;LH;2368;32Q;2023-05-19;12:45;;;LD;Flight Landed;LD;Flight Landed
CL2384;MUC;2023-05-19;11:40;2023-05-19;11:42;2;G82;DP;Flight Departed;CL;2384;CR9;2023-05-19;12:57;1;;LD;Flight Landed;LD;Flight Landed
SN2644;MUC;2023-05-19;11:40;2023-05-19;11:47;2;K14;DP;Flight Departed;SN;2644;319;2023-05-19;13:06;;;LD;Flight Landed;LD;Flight Landed
LH1726;MUC;2023-05-19;11:45;2023-05-19;11:46;2;K22;DP;Flight Departed;LH;1726;32A;2023-05-19;12:52;;;LD;Flight Landed;LD;Flight Landed
LH480;MUC;2023-05-19;11:55;2023-05-19;11:56;2;L25;DP;Flight Departed;LH;480;359;2023-05-19;14:11;;;LD;Flight Landed;LD;Flight Landed
EN8210;MUC;2023-05-19;12:00;;;2;K04;NO;No Status;EN;8210;E95;;;;;NO;No Status;CD;Flight Cancelled
LH105;MUC;2023-05-19;12:00;2023-05-19;12:28;2;G34;DP;Flight Departed;LH;105;32M;2023-05-19;13:27;1;A28;LD;Flight Landed;LD;Flight Landed
LH410;MUC;2023-05-19;12:00;2023-05-19;12:03;2;L30;DP;Flight Departed;LH;410;346;2023-05-19;14:52;1;005;LD;Flight Landed;LD;Flight Landed
LH766;MUC;2023-05-19;12:00;2023-05-19;12:24;2;L13;DP;Flight Departed;LH;766;35S;2023-05-20;00:11;2;;LD;Flight Landed;LD;Flight Landed
EN1690;MUC;2023-05-19;12:00;2023-05-19;12:14;2;K18;DP;Flight Departed;EN;1690;E95;2023-05-19;13:00;2;;LD;Flight Landed;LD;Flight Landed
LH1938;MUC;2023-05-19;12:00;2023-05-19;12:00;2;G16;DP;Flight Departed;LH;1938;319;2023-05-19;13:01;1;B07;LD;Flight Landed;LD;Flight Landed
LH2192;MUC;2023-05-19;12:00;2023-05-19;12:09;2;K27;DP;Flight Departed;LH;2192;32A;2023-05-19;13:17;;;LD;Flight Landed;LD;Flight Landed
LH2532;MUC;2023-05-19;12:00;2023-05-19;12:15;2;K10;DP;Flight Departed;LH;2532;32N;2023-05-19;15:48;;;LD;Flight Landed;LD;Flight Landed
EW1992;MUC;2023-05-19;12:05;2023-05-19;12:10;1;A26;DP;Flight Departed;EW;1992;32A;2023-05-19;14:15;;;LD;Flight Landed;LD;Flight Landed
CL2146;MUC;2023-05-19;12:10;2023-05-19;12:09;2;G81;DP;Flight Departed;CL;2146;CR9;2023-05-19;12:59;1;;LD;Flight Landed;LD;Flight Landed
CL2178;MUC;2023-05-19;12:10;2023-05-19;12:15;2;G07;DP;Flight Departed;CL;2178;CR9;2023-05-19;13:08;;;LD;Flight Landed;LD;Flight Landed
LH2230;MUC;2023-05-19;12:10;2023-05-19;12:14;2;K05;DP;Flight Departed;LH;2230;319;2023-05-19;13:46;1;064;LD;Flight Landed;LD;Flight Landed
LH2416;MUC;2023-05-19;12:10;2023-05-19;12:20;2;K06;DP;Flight Departed;LH;2416;32A;2023-05-19;14:28;5;;LD;Flight Landed;LD;Flight Landed
LH452;MUC;2023-05-19;12:20;2023-05-19;12:39;2;L21;DP;Flight Departed;LH;452;359;2023-05-19;15:30;B;156;LD;Flight Landed;LD;Flight Landed
LH762;MUC;2023-05-19;12:25;2023-05-19;12:37;2;L15;DP;Flight Departed;LH;762;35S;2023-05-19;23:43;3;;LD;Flight Landed;LD;Flight Landed
LH428;MUC;2023-05-19;12:45;2023-05-19;12:36;2;L26;DP;Flight Departed;LH;428;359;2023-05-19;16:08;;D12;LD;Flight Landed;LD;Flight Landed
EW9089;MUC;2023-05-19;12:50;2023-05-19;12:58;1;D03;DP;Flight Departed;EW;9089;320;2023-05-19;14:07;;A65;LD;Flight Landed;LD;Flight Landed
LH714;MUC;2023-05-19;12:50;2023-05-19;12:46;2;H28;DP;Flight Departed;LH;714;359;2023-05-20;08:08;3;145;LD;Flight Landed;LD;Flight Landed
EW7179;MUC;2023-05-19;13:05;2023-05-19;13:10;1;D06;DP;Flight Departed;EW;7179;31D;2023-05-19;14:21;1;;LD;Flight Landed;LD;Flight Landed
LH2060;MUC;2023-05-19;13:10;2023-05-19;13:09;2;G10;DP;Flight Departed;LH;2060;32N;2023-05-19;14:15;2;;LD;Flight Landed;LD;Flight Landed
CL2016;MUC;2023-05-19;13:30;2023-05-19;13:28;2;G82;DP;Flight Departed;CL;2016;CR9;2023-05-19;14:34;;B91;LD;Flight Landed;LD;Flight Landed
LH1868;MUC;2023-05-19;13:35;;;2;K08;NO;No Status;LH;1868;32M;;;1;;NO;No Status;CD;Flight Cancelled
LH109;MUC;2023-05-19;14:00;2023-05-19;14:05;2;G24;DP;Flight Departed;LH;109;320;2023-05-19;15:12;1;A14;LD;Flight Landed;LD;Flight Landed
LH1942;MUC;2023-05-19;14:00;2023-05-19;13:53;2;G20;DP;Flight Departed;LH;1942;319;2023-05-19;14:53;1;B06;LD;Flight Landed;LD;Flight Landed
LH1710;MUC;2023-05-19;14:30;2023-05-19;14:42;2;K18;DP;Flight Departed;LH;1710;32Q;2023-05-19;16:13;;;LD;Flight Landed;LD;Flight Landed
LH1764;MUC;2023-05-19;14:30;2023-05-19;14:37;2;K08;DP;Flight Departed;LH;1764;32N;2023-05-19;18:19;;;LD;Flight Landed;LD;Flight Landed
CL2288;MUC;2023-05-19;14:30;2023-05-19;14:31;2;G48;DP;Flight Departed;CL;2288;32N;2023-05-19;15:51;;;LD;Flight Landed;LD;Flight Landed
LH2418;MUC;2023-05-19;14:30;2023-05-19;14:33;2;G10;DP;Flight Departed;LH;2418;32V;2023-05-19;16:32;5;;LD;Flight Landed;LD;Flight Landed
LH1842;MUC;2023-05-19;14:35;2023-05-19;14:49;2;K05;DP;Flight Departed;LH;1842;32V;2023-05-19;17:06;;;LD;Flight Landed;LD;Flight Landed
LH1624;MUC;2023-05-19;14:45;2023-05-19;14:47;2;K10;DP;Flight Departed;LH;1624;32A;2023-05-19;15:59;;;LD;Flight Landed;LD;Flight Landed
LH2476;MUC;2023-05-19;14:45;2023-05-19;14:43;2;H30;DP;Flight Departed;LH;2476;32N;2023-05-19;15:27;2;;LD;Flight Landed;LD;Flight Landed
LH1716;MUC;2023-05-19;14:50;2023-05-19;15:00;2;K22;DP;Flight Departed;LH;1716;32V;2023-05-19;16:20;;;LD;Flight Landed;LD;Flight Landed
CL1924;MUC;2023-05-19;14:50;2023-05-19;15:13;2;G04;DP;Flight Departed;CL;1924;31K;2023-05-19;17:28;;;LD;Flight Landed;LD;Flight Landed
CL1980;MUC;2023-05-19;14:50;2023-05-19;14:52;2;G26;DP;Flight Departed;CL;1980;31K;2023-05-19;15:53;1;B50;LD;Flight Landed;LD;Flight Landed
