FlightScheduleID,DepAirportCode,DepScheduledTimeLocal,ArrAirportCode,ArrScheduledTimeLocal,Terminal,AirlineID,FlightNumber,AircraftCode,DaysOfOperation,Effective,Expiration
548,MUC,2023-04-22T14:55,ZAD,2023-04-22T16:05,,LH,1720,CR9,6,2023-04-22,2023-04-29
549,MUC,2023-04-22T14:55,ZAD,2023-04-22T16:05,,LH,1720,CR9,6,2023-04-22,2023-04-22
550,ZRH,2023-04-22T14:40,FRA,2023-04-22T15:40,1,LH,1191,319,6,2023-04-22,2023-04-22
551,MUC,2023-04-22T14:00,FRA,2023-04-22T15:00,1,LH,109,319,6,2023-04-22,2023-04-22
552,FRA,2023-04-22T10:05,ZAG,2023-04-22T11:25,,LH,6000,319,6,2023-04-22,2023-04-22
553,FRA,2023-04-22T12:35,ZAG,2023-04-22T14:00,,LH,1414,319,67,2023-04-22,2023-04-23
554,FRA,2023-04-22T15:55,ZAG,2023-04-22T17:15,,LH,6006,319,6,2023-04-22,2023-04-22
555,FRA,2023-04-22T20:45,ZAG,2023-04-22T22:05,,LH,6002,319,67,2023-04-22,2023-04-23
556,FRA,2023-04-22T22:05,ZAG,2023-04-22T23:30,,LH,1404,320,67,2023-04-22,2023-04-23
557,FRA,2023-04-22T10:34,ZAQ,2023-04-22T12:59,,LH,3464,TRS,6,2023-04-22,2023-04-22
558,FRA,2023-04-22T11:34,ZAQ,2023-04-22T13:59,,LH,3466,TRS,6,2023-04-22,2023-04-22
559,FRA,2023-04-22T12:34,ZAQ,2023-04-22T15:00,,LH,3468,TRS,6,2023-04-22,2023-04-22
560,FRA,2023-04-22T13:34,ZAQ,2023-04-22T15:59,,LH,3470,TRS,67,2023-04-22,2023-04-23
561,FRA,2023-04-22T14:34,ZAQ,2023-04-22T17:00,,LH,3472,TRS,67,2023-04-22,2023-04-23
562,FRA,2023-04-22T15:34,ZAQ,2023-04-22T18:00,,LH,3474,TRS,67,2023-04-22,2023-04-23
563,FRA,2023-04-22T16:34,ZAQ,2023-04-22T19:00,,LH,3476,TRS,67,2023-04-22,2023-04-23
564,FRA,2023-04-22T17:34,ZAQ,2023-04-22T20:00,,LH,3480,TRS,67,2023-04-22,2023-04-23
565,FRA,2023-04-22T13:34,ZAQ,2023-04-22T15:59,,LH,3470,TRS,6,2023-04-22,2023-04-22
566,FRA,2023-04-22T14:34,ZAQ,2023-04-22T17:00,,LH,3472,TRS,6,2023-04-22,2023-04-22
567,FRA,2023-04-22T11:51,ZBA,2023-04-22T14:36,,LH,3434,TRS,67,2023-04-22,2023-04-23
568,FRA,2023-04-22T11:51,ZBA,2023-04-22T14:36,,LH,3434,TRS,6,2023-04-22,2023-04-22
569,FRA,2023-04-22T11:07,ZMB,2023-04-22T17:01,,LH,3648,TRS,6,2023-04-22,2023-04-22
570,FRA,2023-04-22T13:07,ZMB,2023-04-22T18:49,,LH,3652,TRS,6,2023-04-22,2023-04-22
571,FRA,2023-04-22T15:07,ZMB,2023-04-22T20:31,,LH,3656,TRS,6,2023-04-22,2023-04-22
572,FRA,2023-04-22T17:07,ZMB,2023-04-22T22:51,,LH,3660,TRS,6,2023-04-22,2023-04-22
573,FRA,2023-04-22T13:07,ZMB,2023-04-22T18:49,,LH,3652,TRS,16,2023-04-22,2023-04-24
574,FRA,2023-04-22T10:09,ZMU,2023-04-22T13:26,,LH,3408,TRS,67,2023-04-22,2023-04-23
575,FRA,2023-04-22T10:34,ZMU,2023-04-22T14:06,,LH,3464,TRS,67,2023-04-22,2023-04-23
576,FRA,2023-04-22T11:34,ZMU,2023-04-22T15:07,,LH,3466,TRS,67,2023-04-22,2023-04-23
577,FRA,2023-04-22T12:09,ZMU,2023-04-22T15:27,,LH,3552,TRS,67,2023-04-22,2023-04-23
578,FRA,2023-04-22T12:34,ZMU,2023-04-22T16:06,,LH,3468,TRS,67,2023-04-22,2023-04-23
579,FRA,2023-04-22T13:34,ZMU,2023-04-22T17:06,,LH,3470,TRS,67,2023-04-22,2023-04-23
580,FRA,2023-04-22T14:34,ZMU,2023-04-22T18:07,,LH,3472,TRS,67,2023-04-22,2023-04-23
581,FRA,2023-04-22T11:07,ZPE,2023-04-22T14:52,,LH,3648,TRS,67,2023-04-22,2023-04-23
582,FRA,2023-04-22T13:07,ZPE,2023-04-22T16:47,,LH,3652,TRS,67,2023-04-22,2023-04-23
583,FRA,2023-04-22T15:07,ZPE,2023-04-22T18:34,,LH,3656,TRS,67,2023-04-22,2023-04-23
584,FRA,2023-04-22T17:07,ZPE,2023-04-22T20:51,,LH,3660,TRS,67,2023-04-22,2023-04-23
585,FRA,2023-04-22T19:07,ZPE,2023-04-22T22:45,,LH,3664,TRS,67,2023-04-22,2023-04-23
586,FRA,2023-04-22T13:07,ZPE,2023-04-22T16:47,,LH,3652,TRS,6,2023-04-22,2023-04-22
587,FRA,2023-04-22T15:07,ZPE,2023-04-22T18:34,,LH,3656,TRS,6,2023-04-22,2023-04-22
588,FRA,2023-04-22T17:07,ZPE,2023-04-22T20:51,,LH,3660,TRS,6,2023-04-22,2023-04-22
589,FRA,2023-04-22T19:07,ZPE,2023-04-22T22:45,,LH,3664,TRS,6,2023-04-22,2023-04-22
590,FRA,2023-04-22T11:24,ZWS,2023-04-22T12:38,,LH,3550,TRS,67,2023-04-22,2023-04-23
591,FRA,2023-04-22T11:29,ZWS,2023-04-22T12:56,,LH,3410,TRS,67,2023-04-22,2023-04-23
592,FRA,2023-04-22T13:24,ZWS,2023-04-22T14:38,,LH,3554,TRS,67,2023-04-22,2023-04-23
593,FRA,2023-04-22T13:29,ZWS,2023-04-22T15:02,,LH,3414,TRS,67,2023-04-22,2023-04-23
594,FRA,2023-04-22T15:24,ZWS,2023-04-22T16:38,,LH,3556,TRS,67,2023-04-22,2023-04-23
595,FRA,2023-04-22T15:27,ZWS,2023-04-22T16:41,,LH,3416,TRS,67,2023-04-22,2023-04-23
596,FRA,2023-04-22T17:07,ZWS,2023-04-22T18:34,,LH,3420,TRS,67,2023-04-22,2023-04-23
597,FRA,2023-04-22T17:24,ZWS,2023-04-22T18:38,,LH,3422,TRS,67,2023-04-22,2023-04-23
598,NCE,2023-04-22T14:25,FRA,2023-04-22T16:00,1,LH,1061,321,6,2023-04-22,2023-04-22
599,CDG,2023-04-23T06:00,FRA,2023-04-23T07:15,1,LH,1053,319,6,2023-04-22,2023-04-22
600,FRA,2023-04-23T09:15,AGP,2023-04-23T12:10,,LH,1148,321,6,2023-04-22,2023-04-22
601,FRA,2023-04-23T14:05,AGP,2023-04-23T17:00,,LH,1150,32Q,6,2023-04-22,2023-04-22
602,FRA,2023-04-22T17:20,AMS,2023-04-22T18:30,,LH,998,32A,6,2023-04-22,2023-04-22
603,MUC,2023-04-22T20:10,AMS,2023-04-22T21:40,,LH,2310,CR9,6,2023-04-22,2023-04-22
604,FRA,2023-04-22T21:00,AMS,2023-04-22T22:10,,LH,1002,321,6,2023-04-22,2023-04-22
605,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,6,2023-04-22,2023-04-22
606,NCE,2023-04-22T13:25,MUC,2023-04-22T14:45,2,LH,2273,320,6,2023-04-22,2023-04-22
607,MUC,2023-04-22T15:55,BRI,2023-04-22T17:30,,LH,9470,E95,6,2023-04-22,2023-04-22
608,MRS,2023-04-22T13:40,MUC,2023-04-22T15:15,2,LH,2263,E95,6,2023-04-22,2023-04-29
609,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,6,2023-04-22,2023-04-29
610,FRA,2023-04-23T08:00,BRI,2023-04-23T09:55,,LH,4294,32A,6,2023-04-22,2023-04-29
611,FRA,2023-04-23T08:00,BRI,2023-04-23T09:55,,LH,4294,32A,6,2023-04-22,2023-04-22
612,CDG,2023-04-23T08:00,MUC,2023-04-23T09:30,2,LH,2227,32A,6,2023-04-22,2023-04-22
613,MUC,2023-04-23T10:50,BRI,2023-04-23T12:25,,LH,9468,E95,6,2023-04-22,2023-04-22
614,QKL,2023-04-22T14:27,FRA,2023-04-22T15:17,TN,LH,3537,TRS,6,2023-04-22,2023-04-22
615,CDG,2023-04-23T07:40,FRA,2023-04-23T08:55,1,LH,1051,321,6,2023-04-22,2023-04-22
616,FRA,2023-04-23T16:25,BRS,2023-04-23T17:05,,LH,972,E90,6,2023-04-22,2023-04-22
617,FRA,2023-04-22T16:25,BRU,2023-04-22T17:20,,LH,1016,32A,6,2023-04-22,2023-04-22
618,FRA,2023-04-23T07:05,BSL,2023-04-23T07:50,,LH,1200,CR9,6,2023-04-22,2023-04-22
619,NCE,2023-04-22T14:25,FRA,2023-04-22T16:00,1,LH,1061,321,26,2023-04-22,2023-04-29
620,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,26,2023-04-22,2023-04-29
621,FRA,2023-04-22T16:30,BUD,2023-04-22T18:00,2A,LH,1340,32N,6,2023-04-22,2023-04-22
622,MUC,2023-04-22T22:25,BUD,2023-04-22T23:40,2A,LH,1682,32A,6,2023-04-22,2023-04-22
623,FRA,2023-04-22T22:15,BUD,2023-04-22T23:45,2A,LH,1342,321,6,2023-04-22,2023-04-22
624,MUC,2023-04-22T15:30,CDG,2023-04-22T17:10,1,LH,2232,320,6,2023-04-22,2023-04-22
625,MUC,2023-04-22T19:25,CDG,2023-04-22T21:05,1,LH,2236,32A,6,2023-04-22,2023-04-22
626,FRA,2023-04-22T20:10,CDG,2023-04-22T21:25,1,LH,1050,319,6,2023-04-22,2023-04-22
627,NCE,2023-04-22T18:50,FRA,2023-04-22T20:25,1,LH,1065,321,56,2023-04-22,2023-04-28
628,FRA,2023-04-22T21:40,CDG,2023-04-22T22:55,1,LH,1052,321,56,2023-04-22,2023-04-28
629,FRA,2023-04-22T21:40,CDG,2023-04-22T22:55,1,LH,1052,321,26,2023-04-22,2023-04-29
630,NCE,2023-04-22T18:00,MUC,2023-04-22T19:20,2,LH,2275,CR9,6,2023-04-22,2023-04-29
631,MRS,2023-04-22T17:45,MUC,2023-04-22T19:20,2,LH,2265,CRK,6,2023-04-22,2023-04-29
632,MUC,2023-04-22T15:45,CTA,2023-04-22T17:50,,LH,1908,32A,6,2023-04-22,2023-04-22
633,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,356,2023-04-22,2023-04-28
634,FRA,2023-04-23T06:50,CTA,2023-04-23T09:10,,LH,306,32N,356,2023-04-22,2023-04-28
635,NCE,2023-04-22T14:25,FRA,2023-04-22T16:00,1,LH,1061,321,6,2023-04-22,2023-04-29
636,FRA,2023-04-22T18:50,DBV,2023-04-22T20:35,,LH,5990,319,6,2023-04-22,2023-04-29
637,FRA,2023-04-23T11:05,DBV,2023-04-23T12:50,,LH,5990,319,6,2023-04-22,2023-04-22
638,ORY,2023-04-23T09:35,MUC,2023-04-23T11:00,2,LH,2213,CR9,6,2023-04-22,2023-04-29
639,MUC,2023-04-23T14:55,DEB,2023-04-23T16:20,,LH,1686,CR9,6,2023-04-22,2023-04-29
640,MUC,2023-04-23T14:55,DEB,2023-04-23T16:20,,LH,1686,CR9,6,2023-04-22,2023-04-22
641,CDG,2023-04-23T12:10,MUC,2023-04-23T13:40,2,LH,2229,321,6,2023-04-22,2023-04-22
642,ORY,2023-04-23T09:35,MUC,2023-04-23T11:00,2,LH,2213,CR9,6,2023-04-22,2023-04-22
643,FRA,2023-04-22T17:07,DHC,2023-04-22T21:51,,LH,3660,TRS,6,2023-04-22,2023-04-22
644,FRA,2023-04-22T17:07,DHC,2023-04-22T21:51,,LH,3660,TRS,26,2023-04-22,2023-04-29
645,NCE,2023-04-22T14:25,FRA,2023-04-22T16:00,1,LH,1061,321,26,2023-04-22,2023-04-25
646,FRA,2023-04-22T19:07,DHC,2023-04-22T23:47,,LH,3664,TRS,26,2023-04-22,2023-04-25
647,FRA,2023-04-23T07:07,DHC,2023-04-23T11:46,,LH,3640,TRS,6,2023-04-22,2023-04-22
648,FRA,2023-04-22T17:00,DRS,2023-04-22T17:55,,LH,9462,E90,6,2023-04-22,2023-04-22
649,FRA,2023-04-22T19:07,DTZ,2023-04-22T21:21,,LH,3626,TRS,6,2023-04-22,2023-04-22
650,FRA,2023-04-22T17:07,DTZ,2023-04-22T19:21,,LH,3622,TRS,26,2023-04-22,2023-04-29
651,FRA,2023-04-22T19:07,DTZ,2023-04-22T21:21,,LH,3626,TRS,26,2023-04-22,2023-04-29
652,FRA,2023-04-23T07:20,DUB,2023-04-23T08:25,1,LH,976,319,6,2023-04-22,2023-04-22
653,FRA,2023-04-22T21:10,DUB,2023-04-22T22:15,1,LH,982,320,26,2023-04-22,2023-04-25
654,NCE,2023-04-22T18:50,FRA,2023-04-22T20:25,1,LH,1065,321,6,2023-04-22,2023-04-22
655,QKL,2023-04-22T18:18,FRA,2023-04-22T19:17,TN,LH,3541,TRS,6,2023-04-22,2023-04-22
656,QKL,2023-04-22T16:08,FRA,2023-04-22T17:02,TN,LH,3621,TRS,6,2023-04-22,2023-04-22
657,QKL,2023-04-22T18:11,FRA,2023-04-22T19:06,TN,LH,3625,TRS,6,2023-04-22,2023-04-22
658,QKL,2023-04-22T16:20,FRA,2023-04-22T17:17,TN,LH,3539,TRS,6,2023-04-22,2023-04-22
659,FRA,2023-04-22T21:45,EDI,2023-04-22T22:40,,LH,1526,32N,26,2023-04-22,2023-04-29
660,FRA,2023-04-22T17:01,XIU,2023-04-22T19:38,,LH,3738,TRS,6,2023-04-22,2023-04-22
661,FRA,2023-04-22T18:41,XIU,2023-04-22T21:07,,LH,3726,TRS,6,2023-04-22,2023-04-22
662,FRA,2023-04-23T10:15,FAO,2023-04-23T12:20,,LH,1498,321,6,2023-04-22,2023-04-22
663,FRA,2023-04-23T13:30,FAO,2023-04-23T15:35,,LH,1162,320,6,2023-04-22,2023-04-22
664,MUC,2023-04-22T16:45,FCO,2023-04-22T18:10,1,LH,1870,32A,6,2023-04-22,2023-04-22
665,FRA,2023-04-22T16:45,FCO,2023-04-22T18:35,1,LH,238,321,6,2023-04-22,2023-04-29
666,MUC,2023-04-22T19:35,FCO,2023-04-22T21:00,1,LH,1872,32A,6,2023-04-22,2023-04-22
667,MRS,2023-04-22T13:40,MUC,2023-04-22T15:15,2,LH,2263,E95,6,2023-04-22,2023-04-22
668,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,26,2023-04-22,2023-04-29
669,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,6,2023-04-22,2023-04-29
670,FRA,2023-04-22T18:27,KJR,2023-04-22T19:21,,LH,3450,TRS,6,2023-04-22,2023-04-29
671,FRA,2023-04-22T16:50,FLR,2023-04-22T18:20,,LH,9498,E95,26,2023-04-22,2023-04-29
672,MUC,2023-04-22T20:30,FLR,2023-04-22T21:45,,LH,9442,E95,6,2023-04-22,2023-04-22
673,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,2346,2023-04-22,2023-04-29
674,FRA,2023-04-22T21:10,FLR,2023-04-22T22:40,,LH,9500,E95,2346,2023-04-22,2023-04-29
675,QKL,2023-04-22T20:11,FRA,2023-04-22T21:03,TN,LH,3629,TRS,6,2023-04-22,2023-04-22
676,QKL,2023-04-22T20:27,FRA,2023-04-22T21:17,TN,LH,3543,TRS,6,2023-04-22,2023-04-22
677,MUC,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1646,CRK,6,2023-04-22,2023-04-22
678,FRA,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1378,CR9,6,2023-04-22,2023-04-29
679,MUC,2023-04-22T20:05,GOT,2023-04-22T21:55,,LH,2432,32A,6,2023-04-22,2023-04-22
680,FRA,2023-04-22T22:05,GRZ,2023-04-22T23:20,,LH,1266,320,26,2023-04-22,2023-04-25
681,FRA,2023-04-22T22:05,GRZ,2023-04-22T23:20,,LH,1266,320,56,2023-04-22,2023-04-28
682,FRA,2023-04-22T21:00,GVA,2023-04-22T22:05,1,LH,5746,223,6,2023-04-22,2023-04-22
683,MUC,2023-04-22T22:10,GVA,2023-04-22T23:20,1,LH,2390,E95,6,2023-04-22,2023-04-22
684,FRA,2023-04-23T07:30,GVA,2023-04-23T08:35,1,LH,1212,E90,6,2023-04-22,2023-04-22
685,FRA,2023-04-23T16:35,GWT,2023-04-23T17:50,,LH,222,319,6,2023-04-22,2023-04-22
686,MUC,2023-04-23T18:45,GWT,2023-04-23T20:15,,LH,2184,319,6,2023-04-22,2023-04-22
687,MUC,2023-04-22T22:00,HAJ,2023-04-22T23:05,,LH,2106,32A,6,2023-04-22,2023-04-22
688,FRA,2023-04-23T04:50,HER,2023-04-23T08:50,,LH,4420,32A,6,2023-04-22,2023-04-22
689,FRA,2023-04-22T18:30,HER,2023-04-22T22:30,,LH,5912,320,6,2023-04-22,2023-04-29
690,FRA,2023-04-23T04:50,HER,2023-04-23T08:50,,LH,4420,32A,56,2023-04-22,2023-04-28
691,FRA,2023-04-23T04:50,HER,2023-04-23T08:50,,LH,4420,32A,6,2023-04-22,2023-04-29
692,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,56,2023-04-22,2023-04-29
693,FRA,2023-04-23T04:50,HER,2023-04-23T08:50,,LH,4420,32A,56,2023-04-22,2023-04-29
694,FRA,2023-04-23T12:05,HER,2023-04-23T16:05,,LH,1296,32Q,6,2023-04-22,2023-04-22
695,FRA,2023-04-23T09:45,IBZ,2023-04-23T12:05,,LH,4308,32A,6,2023-04-22,2023-04-22
696,FRA,2023-04-22T21:50,KEF,2023-04-22T23:30,,LH,868,32N,56,2023-04-22,2023-04-28
697,NCE,2023-04-22T18:00,MUC,2023-04-22T19:20,2,LH,2275,CR9,6,2023-04-22,2023-04-22
698,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,6,2023-04-22,2023-04-22
699,MRS,2023-04-22T17:45,MUC,2023-04-22T19:20,2,LH,2265,CRK,6,2023-04-22,2023-04-22
700,FRA,2023-04-23T05:00,KGS,2023-04-23T09:00,,LH,4418,32A,6,2023-04-22,2023-04-22
701,MUC,2023-04-22T22:00,KRK,2023-04-22T23:20,,LH,1626,320,6,2023-04-22,2023-04-22
702,FRA,2023-04-22T21:20,KTW,2023-04-22T22:45,,LH,9488,E90,26,2023-04-22,2023-04-29
703,FRA,2023-04-22T21:20,KTW,2023-04-22T22:45,,LH,9488,E90,56,2023-04-22,2023-04-28
704,FRA,2023-04-23T08:20,KTW,2023-04-23T09:45,C,LH,1360,E90,6,2023-04-22,2023-04-22
705,FRA,2023-04-22T21:20,KTW,2023-04-22T22:45,,LH,9488,E90,6,2023-04-22,2023-04-29
706,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,6,2023-04-22,2023-05-13
707,FRA,2023-04-23T08:20,KTW,2023-04-23T09:45,C,LH,1360,E90,6,2023-04-22,2023-05-13
708,FRA,2023-04-23T11:10,LCA,2023-04-23T15:50,,LH,1292,32Q,6,2023-04-22,2023-04-22
709,FRA,2023-04-22T17:05,LEJ,2023-04-22T18:00,,LH,160,319,6,2023-04-22,2023-04-22
710,FRA,2023-04-23T09:55,LGW,2023-04-23T10:30,N,LH,1520,319,6,2023-04-22,2023-04-22
711,FRA,2023-04-22T17:00,LHR,2023-04-22T17:40,2,LH,916,32N,6,2023-04-22,2023-04-22
712,MUC,2023-04-23T07:15,LHR,2023-04-23T08:15,2,LH,2470,32N,6,2023-04-22,2023-04-22
713,MUC,2023-04-22T16:50,LIN,2023-04-22T18:00,,LH,7406,E95,6,2023-04-22,2023-04-22
714,FRA,2023-04-22T21:05,LIN,2023-04-22T22:15,,LH,278,321,26,2023-04-22,2023-04-25
715,MUC,2023-04-22T16:50,LIN,2023-04-22T18:00,,LH,7406,E95,6,2023-04-22,2023-04-29
716,FRA,2023-04-22T20:20,LJU,2023-04-22T21:30,,LH,1460,CR9,6,2023-04-22,2023-04-29
717,FRA,2023-04-22T21:00,LNZ,2023-04-22T22:05,,LH,6934,E95,6,2023-04-22,2023-04-22
718,FRA,2023-04-22T21:00,LNZ,2023-04-22T22:05,,LH,6934,E95,26,2023-04-22,2023-04-25
719,FRA,2023-04-23T12:40,LNZ,2023-04-23T13:45,,LH,6932,E95,6,2023-04-22,2023-04-22
720,FRA,2023-04-23T12:40,LPA,2023-04-23T16:15,,LH,4378,32A,6,2023-04-22,2023-04-22
721,FRA,2023-04-23T07:45,LPL,2023-04-23T08:25,,LH,968,CR9,6,2023-04-22,2023-04-22
722,MRS,2023-04-22T18:40,FRA,2023-04-22T20:20,1,LH,1089,320,6,2023-04-22,2023-05-06
723,FRA,2023-04-23T07:45,LPL,2023-04-23T08:25,,LH,968,CR9,6,2023-04-22,2023-05-06
724,FRA,2023-04-23T07:45,LPL,2023-04-23T08:25,,LH,968,CR9,6,2023-04-22,2023-04-29
725,FRA,2023-04-22T22:10,LUX,2023-04-22T22:50,,LH,398,CR9,6,2023-04-22,2023-04-22
726,FRA,2023-04-22T17:20,LUX,2023-04-22T18:00,,LH,396,CR9,26,2023-04-22,2023-04-29
727,MUC,2023-04-22T18:35,LUX,2023-04-22T19:35,,LH,2322,CR9,6,2023-04-22,2023-04-22
728,MUC,2023-04-22T18:35,LUX,2023-04-22T19:35,,LH,2322,CR9,6,2023-04-22,2023-04-29
729,FRA,2023-04-22T20:50,LYS,2023-04-22T22:05,1,LH,1082,321,6,2023-04-22,2023-04-22
730,FRA,2023-04-22T17:10,MAD,2023-04-22T19:40,2,LH,1122,321,6,2023-04-22,2023-04-22
731,FRA,2023-04-22T17:10,MAD,2023-04-22T19:40,2,LH,1122,321,26,2023-04-22,2023-04-29
732,MUC,2023-04-22T19:30,MAD,2023-04-22T22:10,2,LH,1806,32A,6,2023-04-22,2023-04-22
733,FRA,2023-04-22T22:05,MAN,2023-04-22T22:45,1,LH,948,32N,6,2023-04-22,2023-04-22
734,CGN,2023-04-22T12:55,MUC,2023-04-22T14:00,2,LH,1977,319,6,2023-04-22,2023-04-22
735,CGN,2023-04-22T20:25,MUC,2023-04-22T21:30,2,LH,1989,CR9,6,2023-04-22,2023-04-22
736,MUC,2023-04-23T08:55,MAN,2023-04-23T10:00,1,LH,2500,32A,6,2023-04-22,2023-04-22
737,FRA,2023-04-22T18:27,MHJ,2023-04-22T18:56,,LH,3450,TRS,6,2023-04-22,2023-04-29
738,FRA,2023-04-22T21:07,MKF,2023-04-23T00:03,,LH,3668,TRS,6,2023-04-22,2023-04-22
739,FRA,2023-04-23T09:15,MLA,2023-04-23T11:45,,LH,1276,32Q,6,2023-04-22,2023-04-22
740,CGN,2023-04-22T16:35,MUC,2023-04-22T17:40,2,LH,1981,CR9,6,2023-04-22,2023-04-22
741,CGN,2023-04-22T18:10,MUC,2023-04-22T19:15,2,LH,1983,CR9,6,2023-04-22,2023-04-22
742,FRA,2023-04-22T22:05,MXP,2023-04-22T23:15,1,LH,258,32A,6,2023-04-22,2023-04-22
743,MUC,2023-04-22T22:15,MXP,2023-04-22T23:20,1,LH,1862,319,6,2023-04-22,2023-04-22
744,MUC,2023-04-22T21:00,NAP,2023-04-22T22:35,,LH,1880,319,6,2023-04-22,2023-04-22
745,FRA,2023-04-22T20:45,NAP,2023-04-22T22:45,,LH,336,321,6,2023-04-22,2023-04-29
746,MUC,2023-04-22T15:55,NCE,2023-04-22T17:20,1,LH,2274,CR9,6,2023-04-22,2023-04-29
747,FRA,2023-04-23T16:15,NCL,2023-04-23T17:00,,LH,950,E90,6,2023-04-22,2023-04-22
748,FRA,2023-04-23T10:15,NTE,2023-04-23T11:50,,LH,1054,CR9,6,2023-04-22,2023-04-22
749,FRA,2023-04-22T21:00,OPO,2023-04-22T22:45,,LH,1180,32Q,6,2023-04-22,2023-04-22
750,MUC,2023-04-22T21:30,OPO,2023-04-22T23:25,,LH,1788,32N,6,2023-04-22,2023-04-22
751,FRA,2023-04-22T21:00,OPO,2023-04-22T22:45,,LH,1180,32Q,26,2023-04-22,2023-04-29
752,MUC,2023-04-22T21:30,OPO,2023-04-22T23:25,,LH,1788,32N,6,2023-04-22,2023-04-29
753,FRA,2023-04-23T15:40,ORK,2023-04-23T16:45,,LH,984,CR9,6,2023-04-22,2023-04-22
754,MUC,2023-04-22T21:50,OTP,2023-04-23T00:45,,LH,1654,319,6,2023-04-22,2023-04-22
755,FRA,2023-04-23T13:40,OVD,2023-04-23T16:10,,LH,1552,319,6,2023-04-22,2023-04-22
756,FRA,2023-04-23T09:45,PDL,2023-04-23T12:40,,LH,1548,32Q,6,2023-04-22,2023-04-22
757,MUC,2023-04-22T17:45,PMI,2023-04-22T20:00,,LH,5330,32A,6,2023-04-22,2023-04-22
758,MUC,2023-04-22T17:45,PMI,2023-04-22T20:00,,LH,5330,32A,6,2023-04-22,2023-04-29
759,FRA,2023-04-22T21:20,POZ,2023-04-22T22:35,,LH,1380,CR9,56,2023-04-22,2023-04-28
760,FRA,2023-04-22T21:20,POZ,2023-04-22T22:35,,LH,1380,CR9,26,2023-04-22,2023-04-29
761,FRA,2023-04-22T18:41,QPP,2023-04-22T22:50,,LH,3726,TRS,26,2023-04-22,2023-04-29
762,FRA,2023-04-23T06:41,QPP,2023-04-23T10:55,,LH,3708,TRS,6,2023-04-22,2023-04-22
763,FRA,2023-04-22T17:07,QUL,2023-04-22T19:33,,LH,3420,TRS,6,2023-04-22,2023-04-22
764,FRA,2023-04-22T19:08,QUL,2023-04-22T21:36,,LH,3424,TRS,6,2023-04-22,2023-04-22
765,FRA,2023-04-22T17:34,QWU,2023-04-22T19:04,,LH,3480,TRS,6,2023-04-22,2023-04-22
766,FRA,2023-04-22T18:34,QWU,2023-04-22T20:04,,LH,3482,TRS,6,2023-04-22,2023-04-22
767,FRA,2023-04-23T04:55,RHO,2023-04-23T09:00,,LH,4416,32A,6,2023-04-22,2023-04-29
768,FRA,2023-04-23T10:05,RIX,2023-04-23T13:10,,LH,890,32N,6,2023-04-22,2023-04-22
769,MUC,2023-04-23T11:10,RZE,2023-04-23T12:35,,LH,1604,CR9,6,2023-04-22,2023-04-22
770,MUC,2023-04-22T19:55,SKG,2023-04-22T22:55,,LH,5926,32N,6,2023-04-22,2023-04-22
771,FRA,2023-04-23T11:10,SKG,2023-04-23T14:45,,LH,5928,32Q,6,2023-04-22,2023-04-22
772,FRA,2023-04-23T14:10,SKG,2023-04-23T17:30,,LH,1556,32N,6,2023-04-22,2023-04-22
773,FRA,2023-04-23T11:45,SKP,2023-04-23T14:05,,LH,1540,319,6,2023-04-22,2023-04-22
774,EWR,2023-04-22T23:15,SNN,2023-04-23T10:30,,LH,7553,752,6,2023-04-22,2023-04-22
775,MUC,2023-04-22T15:45,SOF,2023-04-22T18:35,2,LH,1704,319,6,2023-04-22,2023-04-22
776,FRA,2023-04-23T08:05,SOF,2023-04-23T11:15,2,LH,1456,321,6,2023-04-22,2023-04-22
777,MUC,2023-04-22T19:50,SPU,2023-04-22T21:10,,LH,5986,DH4,6,2023-04-22,2023-04-22
778,FRA,2023-04-23T09:25,SPU,2023-04-23T11:05,,LH,6004,320,6,2023-04-22,2023-04-22
779,MUC,2023-04-23T10:15,SPU,2023-04-23T11:40,,LH,5992,DH4,6,2023-04-22,2023-04-22
780,FRA,2023-04-23T10:15,SVG,2023-04-23T12:00,,LH,878,319,6,2023-04-22,2023-04-22
781,FRA,2023-04-23T20:40,SVG,2023-04-23T22:25,,LH,894,32A,6,2023-04-22,2023-04-22
782,FRA,2023-04-22T17:30,XER,2023-04-22T20:00,,LH,3758,BUS,26,2023-04-22,2023-04-29
783,FRA,2023-04-22T22:00,XER,2023-04-23T00:30,,LH,3762,BUS,26,2023-04-22,2023-04-29
